estimator,hidden_dims,activation,dag_idx,n_nodes,in_degree,alpha,sample_size,n_fit,density,kl,kl_se,fit_time_s,fit_rss_delta_bytes,stored_params,free_params,memory_bytes,memory_bytes_native,stop_epoch_mean,frac_at_ceiling
nn_linear,[],linear,5,10,8,0.1,600,480,0.9777777777777776,0.3988453305724371,0.0069871786578322,5.288544200000615,-6287360,198,198,1584,792,183.6,0.9
nn_32_relu,[32],ReLU,5,10,8,0.1,600,480,0.9777777777777776,0.0885974587507374,0.007162259997442,6.88483879999967,-2928640,3828,3828,30624,15312,166.2,0.6
mle,,,5,10,8,0.1,1000,800,0.9777777777777776,0.2623825730168665,0.017847055226718,0.0306257000002005,4096,1534,767,12272,12272,,
nn_linear,[],linear,5,10,8,0.1,1000,800,0.9777777777777776,0.1378758225798299,0.0068091523281203,8.04598739999983,-3923968,198,198,1584,792,177.6,0.8
nn_32_relu,[32],ReLU,5,10,8,0.1,1000,800,0.9777777777777776,0.0692462722419227,0.0052842865311139,6.88215930000024,-1236992,3828,3828,30624,15312,103.5,0.1
mle,,,5,10,8,0.1,1400,1120,0.9777777777777776,0.1865423793893834,0.0121955038410296,0.0342582000002948,0,1534,767,12272,12272,,
nn_linear,[],linear,5,10,8,0.1,1400,1120,0.9777777777777776,0.1375991984053096,0.0066979249555111,11.219799899999998,-4546560,198,198,1584,792,178.0,0.7
nn_32_relu,[32],ReLU,5,10,8,0.1,1400,1120,0.9777777777777776,0.0966589808702507,0.0071914264925621,9.932990600000268,-2949120,3828,3828,30624,15312,109.0,0.1
mle,,,1,10,8,0.5,600,480,0.9777777777777776,2.330420491092233,0.0565112990170483,0.0330825999999433,0,1534,767,12272,12272,,
nn_linear,[],linear,1,10,8,0.5,600,480,0.9777777777777776,0.8647145067512524,0.0078877262777879,4.855530100000578,-5341184,198,198,1584,792,164.6,0.5
nn_32_relu,[32],ReLU,1,10,8,0.5,600,480,0.9777777777777776,0.3453470025964792,0.0083177132242113,4.333942600000228,-2699264,3828,3828,30624,15312,106.0,0.2
mle,,,1,10,8,0.5,1000,800,0.9777777777777776,1.4051025341799797,0.0485708679993929,0.0293773000003056,0,1534,767,12272,12272,,
nn_linear,[],linear,1,10,8,0.5,1000,800,0.9777777777777776,0.7356952262473194,0.0084189550963701,8.1140620999995,-3751936,198,198,1584,792,176.6,0.7
nn_32_relu,[32],ReLU,1,10,8,0.5,1000,800,0.9777777777777776,0.2012862440491873,0.0070293699358269,9.240709400000014,-3055616,3828,3828,30624,15312,139.3,0.2
mle,,,1,10,8,0.5,1400,1120,0.9777777777777776,1.1453626557858654,0.040593253037176,0.0306304999994608,0,1534,767,12272,12272,,
nn_linear,[],linear,1,10,8,0.5,1400,1120,0.9777777777777776,0.6798988307362933,0.0087871573938086,10.493019999999888,-5369856,198,198,1584,792,167.9,0.6
nn_32_relu,[32],ReLU,1,10,8,0.5,1400,1120,0.9777777777777776,0.1769103863599661,0.0061136812615,8.149493199999597,-2846720,3828,3828,30624,15312,89.5,0.0
mle,,,2,10,8,0.5,600,480,0.9777777777777776,2.285327345979681,0.0579121473139518,0.0377701000006709,0,1534,767,12272,12272,,
nn_linear,[],linear,2,10,8,0.5,600,480,0.9777777777777776,0.8491423104046014,0.0078012523719201,4.619616499999211,-5373952,198,198,1584,792,161.6,0.6
nn_32_relu,[32],ReLU,2,10,8,0.5,600,480,0.9777777777777776,0.3544824626129781,0.0063757097670205,4.197993700000552,-3256320,3828,3828,30624,15312,102.8,0.0
mle,,,2,10,8,0.5,1000,800,0.9777777777777776,1.831047036289412,0.0552966638698105,0.0302142000000458,0,1534,767,12272,12272,,
nn_linear,[],linear,2,10,8,0.5,1000,800,0.9777777777777776,0.7472144378242834,0.0088612685423092,7.867859300000418,-3166208,198,198,1584,792,172.5,0.7
nn_32_relu,[32],ReLU,2,10,8,0.5,1000,800,0.9777777777777776,0.233579878711251,0.0056604260738908,8.803366099999948,-2887680,3828,3828,30624,15312,133.8,0.0
mle,,,2,10,8,0.5,1400,1120,0.9777777777777776,1.3510493553937268,0.0460167227025987,0.0298278000000209,0,1534,767,12272,12272,,
nn_linear,[],linear,2,10,8,0.5,1400,1120,0.9777777777777776,0.7353584775790963,0.0088165849803107,9.01401839999926,-5074944,198,198,1584,792,144.2,0.5
nn_32_relu,[32],ReLU,2,10,8,0.5,1400,1120,0.9777777777777776,0.2125799315492824,0.0057205438818023,9.23817979999967,-2674688,3828,3828,30624,15312,101.4,0.0
mle,,,3,10,8,0.5,600,480,0.9777777777777776,2.0849279288022324,0.0501240780686179,0.0351850999995804,0,1534,767,12272,12272,,
nn_linear,[],linear,3,10,8,0.5,600,480,0.9777777777777776,1.0682634145076633,0.0067828369426788,4.581106499999805,-4825088,198,198,1584,792,158.1,0.4
nn_32_relu,[32],ReLU,3,10,8,0.5,600,480,0.9777777777777776,0.3454894156738745,0.0096902895773032,5.409723800000393,-3063808,3828,3828,30624,15312,130.4,0.3
mle,,,3,10,8,0.5,1000,800,0.9777777777777776,1.7041395668314654,0.0425831088346028,0.033256299999266,0,1534,767,12272,12272,,
nn_linear,[],linear,3,10,8,0.5,1000,800,0.9777777777777776,0.8617477780415486,0.0083606320691814,6.594519100000071,-4050944,198,198,1584,792,145.6,0.4
nn_32_relu,[32],ReLU,3,10,8,0.5,1000,800,0.9777777777777776,0.2922193371296948,0.0077493984954956,7.846319199999925,-2781184,3828,3828,30624,15312,119.6,0.2
mle,,,3,10,8,0.5,1400,1120,0.9777777777777776,1.4783368512643125,0.041927522179803,0.0344015000000581,0,1534,767,12272,12272,,
nn_linear,[],linear,3,10,8,0.5,1400,1120,0.9777777777777776,0.8328397269482273,0.0084784914458488,8.342823199999657,-4710400,198,198,1584,792,133.1,0.2
nn_32_relu,[32],ReLU,3,10,8,0.5,1400,1120,0.9777777777777776,0.1895253924566345,0.0056347656692961,10.483202899999924,-2936832,3828,3828,30624,15312,115.9,0.3
mle,,,4,10,8,0.5,600,480,0.9777777777777776,1.8519460657666629,0.044213572891294,0.0309108999999807,0,1534,767,12272,12272,,
nn_linear,[],linear,4,10,8,0.5,600,480,0.9777777777777776,0.967150225242872,0.0076943764820329,4.099986899999749,-6832128,198,198,1584,792,141.8,0.5
nn_32_relu,[32],ReLU,4,10,8,0.5,600,480,0.9777777777777776,0.2560521486933298,0.0051891382087029,5.069739100000334,-3153920,3828,3828,30624,15312,123.6,0.2
mle,,,4,10,8,0.5,1000,800,0.9777777777777776,1.4598953339890886,0.0465253204813268,0.0301841000000422,0,1534,767,12272,12272,,
nn_linear,[],linear,4,10,8,0.5,1000,800,0.9777777777777776,0.8421682153997885,0.0075545736745476,7.68247379999957,-4157440,198,198,1584,792,168.6,0.7
nn_32_relu,[32],ReLU,4,10,8,0.5,1000,800,0.9777777777777776,0.1770806335610596,0.0049743903127797,9.30262709999988,-2953216,3828,3828,30624,15312,141.6,0.2
mle,,,4,10,8,0.5,1400,1120,0.9777777777777776,1.0227698539639791,0.0325853997496751,0.0347602000001643,0,1534,767,12272,12272,,
nn_linear,[],linear,4,10,8,0.5,1400,1120,0.9777777777777776,0.8076818141370017,0.0074789413042221,9.683536200000162,-4612096,198,198,1584,792,155.4,0.5
nn_32_relu,[32],ReLU,4,10,8,0.5,1400,1120,0.9777777777777776,0.1396835860337343,0.0049629553260101,11.12962460000017,-2920448,3828,3828,30624,15312,122.4,0.1
mle,,,5,10,8,0.5,600,480,0.9777777777777776,2.279944112757107,0.0509013390209183,0.0332551000001331,0,1534,767,12272,12272,,
nn_linear,[],linear,5,10,8,0.5,600,480,0.9777777777777776,1.1044741114344905,0.008934780753935,5.517813399999795,-6275072,198,198,1584,792,189.9,0.8
nn_32_relu,[32],ReLU,5,10,8,0.5,600,480,0.9777777777777776,0.2921459134808584,0.0063848055262106,5.425037500000144,-2998272,3828,3828,30624,15312,132.1,0.1
mle,,,5,10,8,0.5,1000,800,0.9777777777777776,1.4206039298609154,0.0402557329807645,0.0346523999996861,0,1534,767,12272,12272,,
nn_linear,[],linear,5,10,8,0.5,1000,800,0.9777777777777776,0.9901239891051896,0.0090620468922821,6.33487789999981,-3940352,198,198,1584,792,139.9,0.3
nn_32_relu,[32],ReLU,5,10,8,0.5,1000,800,0.9777777777777776,0.2054584557080352,0.0054120339517891,8.115632099999857,-2793472,3828,3828,30624,15312,122.4,0.1
mle,,,5,10,8,0.5,1400,1120,0.9777777777777776,1.0048412068526975,0.0348645333469734,0.0340635000002293,0,1534,767,12272,12272,,
nn_linear,[],linear,5,10,8,0.5,1400,1120,0.9777777777777776,0.9456457898011446,0.0099382189975535,8.542775199999596,-4583424,198,198,1584,792,135.2,0.3
nn_32_relu,[32],ReLU,5,10,8,0.5,1400,1120,0.9777777777777776,0.1983885919432148,0.005438547730825,9.836166399999456,-2785280,3828,3828,30624,15312,108.6,0.1
mle,,,1,10,8,1.0,600,480,0.9777777777777776,4.300066385501606,0.0663350827136347,0.0387410000003001,4096,1534,767,12272,12272,,
nn_linear,[],linear,1,10,8,1.0,600,480,0.9777777777777776,1.028619287157353,0.0060045133803653,3.543713199999729,-4898816,198,198,1584,792,123.0,0.1
nn_32_relu,[32],ReLU,1,10,8,1.0,600,480,0.9777777777777776,0.4568375263525402,0.0049316077464278,4.500719700000445,-3010560,3828,3828,30624,15312,108.9,0.2
mle,,,1,10,8,1.0,1000,800,0.9777777777777776,3.310013257202143,0.0638748295183206,0.0338316999996095,0,1534,767,12272,12272,,
nn_linear,[],linear,1,10,8,1.0,1000,800,0.9777777777777776,1.0025816347523715,0.0065075178618929,5.543490200000633,-4206592,198,198,1584,792,121.5,0.1
nn_32_relu,[32],ReLU,1,10,8,1.0,1000,800,0.9777777777777776,0.362817588656594,0.0041513437728046,7.115002300000015,-2998272,3828,3828,30624,15312,108.5,0.1
mle,,,1,10,8,1.0,1400,1120,0.9777777777777776,2.323182207760769,0.0519883244641717,0.0346269000001484,12288,1534,767,12272,12272,,
nn_linear,[],linear,1,10,8,1.0,1400,1120,0.9777777777777776,0.9831841911946464,0.006481108615617,7.413131199999952,-4808704,198,198,1584,792,117.4,0.1
nn_32_relu,[32],ReLU,1,10,8,1.0,1400,1120,0.9777777777777776,0.2351698715267673,0.0038845520247287,11.366837200000193,-2818048,3828,3828,30624,15312,124.9,0.3
mle,,,2,10,8,1.0,600,480,0.9777777777777776,4.728764319886879,0.0796977224527879,0.0290954000001875,0,1534,767,12272,12272,,
nn_linear,[],linear,2,10,8,1.0,600,480,0.9777777777777776,0.8423575129568056,0.0056071161561268,4.019699899999978,-5668864,198,198,1584,792,139.1,0.1
nn_32_relu,[32],ReLU,2,10,8,1.0,600,480,0.9777777777777776,0.4299030820308365,0.0047131211242882,4.356511200000568,-3084288,3828,3828,30624,15312,105.8,0.3
mle,,,2,10,8,1.0,1000,800,0.9777777777777776,3.304914773513681,0.0616549309216361,0.0335533999996187,0,1534,767,12272,12272,,
nn_linear,[],linear,2,10,8,1.0,1000,800,0.9777777777777776,0.821460798235815,0.0059224642725911,5.189738099999886,-4206592,198,198,1584,792,114.6,0.1
nn_32_relu,[32],ReLU,2,10,8,1.0,1000,800,0.9777777777777776,0.2926818478400773,0.0044294037694891,6.668233399999735,-2785280,3828,3828,30624,15312,101.5,0.1
mle,,,2,10,8,1.0,1400,1120,0.9777777777777776,2.225714177281561,0.0527496128873342,0.0293819000007715,0,1534,767,12272,12272,,
nn_linear,[],linear,2,10,8,1.0,1400,1120,0.9777777777777776,0.8151288307842482,0.0055492699228067,6.215534500000103,-4849664,198,198,1584,792,99.7,0.1
nn_32_relu,[32],ReLU,2,10,8,1.0,1400,1120,0.9777777777777776,0.2042389878056748,0.0038963785551418,11.27658750000046,-2793472,3828,3828,30624,15312,123.5,0.2
mle,,,3,10,8,1.0,600,480,0.9777777777777776,5.956025362956024,0.0812252839154323,0.032996599999933,0,1534,767,12272,12272,,
nn_linear,[],linear,3,10,8,1.0,600,480,0.9777777777777776,1.0111137777494417,0.0052839024073575,4.696063899999899,-6864896,198,198,1584,792,162.2,0.5
nn_32_relu,[32],ReLU,3,10,8,1.0,600,480,0.9777777777777776,0.4785477059174572,0.0051027878518209,5.852542200000244,-3059712,3828,3828,30624,15312,139.2,0.2
mle,,,3,10,8,1.0,1000,800,0.9777777777777776,3.283094174530375,0.0578030951558749,0.0324669000001449,0,1534,767,12272,12272,,
nn_linear,[],linear,3,10,8,1.0,1000,800,0.9777777777777776,0.9967368886200244,0.0053821723090378,5.192697499999667,-4259840,198,198,1584,792,113.5,0.2
nn_32_relu,[32],ReLU,3,10,8,1.0,1000,800,0.9777777777777776,0.3101339597594006,0.0038535368921141,8.977025299999696,-2805760,3828,3828,30624,15312,137.3,0.4
mle,,,3,10,8,1.0,1400,1120,0.9777777777777776,3.118858737984995,0.0615485195845694,0.0313024999995832,0,1534,767,12272,12272,,
nn_linear,[],linear,3,10,8,1.0,1400,1120,0.9777777777777776,1.0021340394800602,0.0053822568148499,6.110948900000039,-4894720,198,198,1584,792,98.6,0.1
nn_32_relu,[32],ReLU,3,10,8,1.0,1400,1120,0.9777777777777776,0.2921101142390616,0.0040089272214964,10.046608399999968,-2818048,3828,3828,30624,15312,111.2,0.2
mle,,,4,10,8,1.0,600,480,0.9777777777777776,4.870684569808474,0.0681020314162831,0.0350449999996271,0,1534,767,12272,12272,,
nn_linear,[],linear,4,10,8,1.0,600,480,0.9777777777777776,0.9607239939369084,0.0052829357177263,3.0260434000001624,-4558848,198,198,1584,792,104.2,0.2
nn_32_relu,[32],ReLU,4,10,8,1.0,600,480,0.9777777777777776,0.4654391189436888,0.0048857659178233,5.095424099999946,-3141632,3828,3828,30624,15312,124.6,0.3
mle,,,4,10,8,1.0,1000,800,0.9777777777777776,3.087682961379788,0.0595117011644983,0.0298780000002807,0,1534,767,12272,12272,,
nn_linear,[],linear,4,10,8,1.0,1000,800,0.9777777777777776,0.9074246480614918,0.0052789129822239,5.579812800000582,-4091904,198,198,1584,792,122.4,0.1
nn_32_relu,[32],ReLU,4,10,8,1.0,1000,800,0.9777777777777776,0.3162330839197803,0.0044797958537503,8.441367600000376,-3072000,3828,3828,30624,15312,126.9,0.2
mle,,,4,10,8,1.0,1400,1120,0.9777777777777776,2.441832899316448,0.0559471104835779,0.0341343000000051,0,1534,767,12272,12272,,
nn_linear,[],linear,4,10,8,1.0,1400,1120,0.9777777777777776,0.878835977201123,0.0055365123051151,6.878420699999879,-5242880,198,198,1584,792,109.4,0.0
nn_32_relu,[32],ReLU,4,10,8,1.0,1400,1120,0.9777777777777776,0.2499768516488935,0.0038062349073707,12.612140799999906,-2650112,3828,3828,30624,15312,138.9,0.5
mle,,,5,10,8,1.0,600,480,0.9777777777777776,2.772370298239545,0.0718433802384592,0.0328940999997939,0,1534,767,12272,12272,,
nn_linear,[],linear,5,10,8,1.0,600,480,0.9777777777777776,0.607162228504466,0.005558378692528,4.234086999999818,-5087232,198,198,1584,792,145.2,0.4
nn_32_relu,[32],ReLU,5,10,8,1.0,600,480,0.9777777777777776,0.2369050956969789,0.0040127616330634,4.534450099999958,-3117056,3828,3828,30624,15312,109.6,0.1
mle,,,5,10,8,1.0,1000,800,0.9777777777777776,2.404047303382493,0.0650232361270563,0.031532099999822,0,1534,767,12272,12272,,
nn_linear,[],linear,5,10,8,1.0,1000,800,0.9777777777777776,0.5403234126891346,0.0057286264804756,5.915594999999485,-3211264,198,198,1584,792,130.3,0.3
nn_32_relu,[32],ReLU,5,10,8,1.0,1000,800,0.9777777777777776,0.2192289669891624,0.0038900472486105,7.396395400000074,-2928640,3828,3828,30624,15312,111.7,0.1
mle,,,5,10,8,1.0,1400,1120,0.9777777777777776,1.7438253674034805,0.0549642421861832,0.0288121000003229,0,1534,767,12272,12272,,
nn_linear,[],linear,5,10,8,1.0,1400,1120,0.9777777777777776,0.4990225271506318,0.0058484720438836,9.078245800000332,-5447680,198,198,1584,792,146.8,0.2
nn_32_relu,[32],ReLU,5,10,8,1.0,1400,1120,0.9777777777777776,0.1596491390804782,0.0040590744364202,10.141120400000544,-2637824,3828,3828,30624,15312,111.6,0.2
mle,,,1,10,10,0.1,600,480,1.0,0.0954433093624114,0.0030821027719575,0.036548799999764,28672,2046,1023,16368,16368,,
nn_linear,[],linear,1,10,10,0.1,600,480,1.0,0.4383486354615794,0.0058854995753979,5.812900899999477,-5541888,202,202,1616,808,200.0,1.0
nn_32_relu,[32],ReLU,1,10,10,0.1,600,480,1.0,0.0740228541539203,0.0071861785527234,6.062210900000537,-2191360,3892,3892,31136,15568,145.8,0.3
mle,,,1,10,10,0.1,1000,800,1.0,0.0701541151254362,0.0030340948273091,0.0367100999992544,0,2046,1023,16368,16368,,
nn_linear,[],linear,1,10,10,0.1,1000,800,1.0,0.224079604667369,0.0055276536038937,8.308524400000351,-3985408,202,202,1616,808,182.2,0.9
nn_32_relu,[32],ReLU,1,10,10,0.1,1000,800,1.0,0.0633911682811158,0.0081552590507047,8.465507699999762,-3432448,3892,3892,31136,15568,127.8,0.4
mle,,,1,10,10,0.1,1400,1120,1.0,0.0662506326315015,0.0040080704087276,0.0398169000000052,0,2046,1023,16368,16368,,
nn_linear,[],linear,1,10,10,0.1,1400,1120,1.0,0.1501359629109453,0.0060820536281222,12.474612199999685,-6082560,202,202,1616,808,200.0,1.0
nn_32_relu,[32],ReLU,1,10,10,0.1,1400,1120,1.0,0.035748023416633,0.0042243504756477,11.50103930000023,-3207168,3892,3892,31136,15568,127.2,0.2
mle,,,2,10,10,0.1,600,480,1.0,0.1465967267214269,0.0156271854925813,0.0354992000002312,0,2046,1023,16368,16368,,
nn_linear,[],linear,2,10,10,0.1,600,480,1.0,0.2799203765338545,0.0073483030427486,5.555558699999892,-5955584,202,202,1616,808,193.4,0.8
nn_32_relu,[32],ReLU,2,10,10,0.1,600,480,1.0,0.097484814579198,0.0075431953807177,3.899942299999566,-2228224,3892,3892,31136,15568,95.6,0.2
mle,,,2,10,10,0.1,1000,800,1.0,0.1163018211471604,0.0058306438508865,0.0381648000002314,0,2046,1023,16368,16368,,
nn_linear,[],linear,2,10,10,0.1,1000,800,1.0,0.2182629957871967,0.0077759129024823,7.642670299999736,-4734976,202,202,1616,808,167.2,0.6
nn_32_relu,[32],ReLU,2,10,10,0.1,1000,800,1.0,0.1095515449142811,0.0078290716747857,5.425047799999447,-3211264,3892,3892,31136,15568,82.8,0.1
mle,,,2,10,10,0.1,1400,1120,1.0,0.0737720212710141,0.0115437602841254,0.0322906999999759,0,2046,1023,16368,16368,,
nn_linear,[],linear,2,10,10,0.1,1400,1120,1.0,0.1181165611040285,0.0038990713469192,11.508828500000163,-5337088,202,202,1616,808,182.8,0.7
nn_32_relu,[32],ReLU,2,10,10,0.1,1400,1120,1.0,0.0228695842139226,0.0028618214014409,9.728132000000189,-3260416,3892,3892,31136,15568,107.5,0.2
mle,,,3,10,10,0.1,600,480,1.0,0.2588891003171074,0.0096226225065634,0.0316634000000703,0,2046,1023,16368,16368,,
nn_linear,[],linear,3,10,10,0.1,600,480,1.0,0.4623572088454531,0.0055998647249968,4.992849599999317,-6254592,202,202,1616,808,173.3,0.7
nn_32_relu,[32],ReLU,3,10,10,0.1,600,480,1.0,0.0691058427953953,0.0026473084140221,6.171742800000175,-1490944,3892,3892,31136,15568,151.1,0.4
mle,,,3,10,10,0.1,1000,800,1.0,0.1114480868736795,0.0091001521432409,0.0330887999998594,0,2046,1023,16368,16368,,
nn_linear,[],linear,3,10,10,0.1,1000,800,1.0,0.3679913191449663,0.0055364549427697,7.197074200000316,-3817472,202,202,1616,808,156.2,0.7
nn_32_relu,[32],ReLU,3,10,10,0.1,1000,800,1.0,0.0276622230605661,0.0021276478422709,9.421193099999982,-2965504,3892,3892,31136,15568,143.0,0.1
mle,,,3,10,10,0.1,1400,1120,1.0,0.098360412094597,0.0076691653669018,0.0362595999995392,0,2046,1023,16368,16368,,
nn_linear,[],linear,3,10,10,0.1,1400,1120,1.0,0.3343741745747943,0.005399957193956,11.271572900000136,-5541888,202,202,1616,808,179.3,0.6
nn_32_relu,[32],ReLU,3,10,10,0.1,1400,1120,1.0,0.0324127297096237,0.0024065216150998,9.107523399999993,-3026944,3892,3892,31136,15568,99.8,0.1
mle,,,4,10,10,0.1,600,480,1.0,0.0819611213969131,0.0050975814973213,0.0366775000002235,0,2046,1023,16368,16368,,
nn_linear,[],linear,4,10,10,0.1,600,480,1.0,0.2528983062713964,0.0052024915267132,5.7953585999994175,-6021120,202,202,1616,808,200.0,1.0
nn_32_relu,[32],ReLU,4,10,10,0.1,600,480,1.0,0.0417715048155182,0.0066139467949785,7.7112316000002465,-1671168,3892,3892,31136,15568,185.1,0.8
mle,,,4,10,10,0.1,1000,800,1.0,0.0511915808913716,0.006308849951104,0.0363996999994924,0,2046,1023,16368,16368,,
nn_linear,[],linear,4,10,10,0.1,1000,800,1.0,0.2234715074878742,0.0038291264718268,9.076201200000469,-4034560,202,202,1616,808,200.0,1.0
nn_32_relu,[32],ReLU,4,10,10,0.1,1000,800,1.0,0.0170987632926408,0.0030019059416122,11.7384820999996,-3465216,3892,3892,31136,15568,175.4,0.4
mle,,,4,10,10,0.1,1400,1120,1.0,0.1091365853472643,0.004964102645001,0.0324746999995113,0,2046,1023,16368,16368,,
nn_linear,[],linear,4,10,10,0.1,1400,1120,1.0,0.1254374976216156,0.0066521614121896,11.82561540000006,-6000640,202,202,1616,808,188.9,0.7
nn_32_relu,[32],ReLU,4,10,10,0.1,1400,1120,1.0,0.0616724654832725,0.0069878521998588,8.575943599999846,-3526656,3892,3892,31136,15568,93.4,0.0
mle,,,5,10,10,0.1,600,480,1.0,0.1615824144180858,0.0085620296877527,0.0325732000001153,0,2046,1023,16368,16368,,
nn_linear,[],linear,5,10,10,0.1,600,480,1.0,0.2450955660125154,0.0060749488151269,5.750113799999781,-6701056,202,202,1616,808,200.0,1.0
nn_32_relu,[32],ReLU,5,10,10,0.1,600,480,1.0,0.0667912579923063,0.0045880577461378,5.307167599999957,-1662976,3892,3892,31136,15568,128.4,0.2
mle,,,5,10,10,0.1,1000,800,1.0,0.2940540274032073,0.0173485873490848,0.0363428000000567,0,2046,1023,16368,16368,,
nn_linear,[],linear,5,10,10,0.1,1000,800,1.0,0.1076442851103313,0.0058121937352827,9.205835800000386,-3948544,202,202,1616,808,200.0,1.0
nn_32_relu,[32],ReLU,5,10,10,0.1,1000,800,1.0,0.0860721157804179,0.0076329440375126,6.810406499999772,-3424256,3892,3892,31136,15568,102.7,0.1
mle,,,5,10,10,0.1,1400,1120,1.0,0.0730981549779762,0.0073139495289667,0.0387930000006235,0,2046,1023,16368,16368,,
nn_linear,[],linear,5,10,10,0.1,1400,1120,1.0,0.1102654998513866,0.0036564928231703,12.527490800000123,-5136384,202,202,1616,808,200.0,1.0
nn_32_relu,[32],ReLU,5,10,10,0.1,1400,1120,1.0,0.0222509071250805,0.0022710818099672,10.66846869999972,-2879488,3892,3892,31136,15568,116.5,0.1
mle,,,1,10,10,0.5,600,480,1.0,2.7104794594871224,0.0582926605577817,0.0335692999997263,0,2046,1023,16368,16368,,
nn_linear,[],linear,1,10,10,0.5,600,480,1.0,1.1126590512559773,0.0090748229929756,5.464308499999788,-6086656,202,202,1616,808,191.2,0.7
nn_32_relu,[32],ReLU,1,10,10,0.5,600,480,1.0,0.3220638432221985,0.0062878721155521,5.891010800000004,-1667072,3892,3892,31136,15568,141.7,0.4
mle,,,1,10,10,0.5,1000,800,1.0,1.7984536553974733,0.046976258582091,0.0309587000001556,0,2046,1023,16368,16368,,
nn_linear,[],linear,1,10,10,0.5,1000,800,1.0,1.0335413382429832,0.0103576018008758,6.790088800000376,-3805184,202,202,1616,808,150.8,0.4
nn_32_relu,[32],ReLU,1,10,10,0.5,1000,800,1.0,0.2278975547157601,0.0055119761442613,9.09838149999996,-2965504,3892,3892,31136,15568,133.6,0.2
mle,,,1,10,10,0.5,1400,1120,1.0,1.583997654033486,0.0440660040430959,0.034773700000187,0,2046,1023,16368,16368,,
nn_linear,[],linear,1,10,10,0.5,1400,1120,1.0,1.0080029304284817,0.0107396466437366,8.888007400000788,-5308416,202,202,1616,808,141.8,0.5
nn_32_relu,[32],ReLU,1,10,10,0.5,1400,1120,1.0,0.2071084284348298,0.0053751807546673,11.338965999999346,-3080192,3892,3892,31136,15568,124.2,0.1
mle,,,2,10,10,0.5,600,480,1.0,3.2786420401912664,0.061977202709123,0.0340296000003945,0,2046,1023,16368,16368,,
nn_linear,[],linear,2,10,10,0.5,600,480,1.0,1.1701015110794015,0.0110743143534248,3.836070100000143,-5623808,202,202,1616,808,132.0,0.4
nn_32_relu,[32],ReLU,2,10,10,0.5,600,480,1.0,0.3472158472933271,0.0072403830941462,5.828453199999785,-1605632,3892,3892,31136,15568,143.1,0.4
mle,,,2,10,10,0.5,1000,800,1.0,2.1567752059872367,0.0517342079489811,0.0354646000005232,0,2046,1023,16368,16368,,
nn_linear,[],linear,2,10,10,0.5,1000,800,1.0,1.115260688537317,0.0105269843538475,5.587948000000324,-4255744,202,202,1616,808,123.1,0.2
nn_32_relu,[32],ReLU,2,10,10,0.5,1000,800,1.0,0.2796876050046894,0.0063699153054543,9.142342699999972,-2887680,3892,3892,31136,15568,139.3,0.4
mle,,,2,10,10,0.5,1400,1120,1.0,1.7575917601882616,0.0454866273470188,0.0305573000005097,-4096,2046,1023,16368,16368,,
nn_linear,[],linear,2,10,10,0.5,1400,1120,1.0,1.088844753943017,0.0115462729908039,7.081250000000182,-5832704,202,202,1616,808,107.6,0.1
nn_32_relu,[32],ReLU,2,10,10,0.5,1400,1120,1.0,0.2308952189399503,0.0060827282518927,12.94854419999956,-2904064,3892,3892,31136,15568,138.9,0.5
mle,,,3,10,10,0.5,600,480,1.0,1.29810885030378,0.041213988256489,0.0360806999997294,4096,2046,1023,16368,16368,,
nn_linear,[],linear,3,10,10,0.5,600,480,1.0,1.0391498737063043,0.0093192841120959,5.44765820000066,-6234112,202,202,1616,808,177.4,0.6
nn_32_relu,[32],ReLU,3,10,10,0.5,600,480,1.0,0.3666178165451213,0.0053917428904842,4.101151399999253,-1634304,3892,3892,31136,15568,95.2,0.1
mle,,,3,10,10,0.5,1000,800,1.0,1.1413548684608883,0.0385437793357182,0.0349345000004177,0,2046,1023,16368,16368,,
nn_linear,[],linear,3,10,10,0.5,1000,800,1.0,0.8265603570321649,0.0085799782354953,5.508057199999712,-3940352,202,202,1616,808,117.9,0.4
nn_32_relu,[32],ReLU,3,10,10,0.5,1000,800,1.0,0.2493857449063075,0.0047203723268949,7.059525800000301,-2994176,3892,3892,31136,15568,101.1,0.1
mle,,,3,10,10,0.5,1400,1120,1.0,0.7496806528272527,0.029967141300217,0.0377652999995916,4096,2046,1023,16368,16368,,
nn_linear,[],linear,3,10,10,0.5,1400,1120,1.0,0.7637987718754063,0.008993815000589,8.250906399999621,-5890048,202,202,1616,808,125.0,0.3
nn_32_relu,[32],ReLU,3,10,10,0.5,1400,1120,1.0,0.1287764133685809,0.0048580715505519,10.43206840000039,-2854912,3892,3892,31136,15568,109.6,0.2
mle,,,4,10,10,0.5,600,480,1.0,2.751620357033008,0.0517029370279295,0.0327465000000302,0,2046,1023,16368,16368,,
nn_linear,[],linear,4,10,10,0.5,600,480,1.0,1.1809250703620613,0.0100107395013603,5.087161800000104,-5935104,202,202,1616,808,173.2,0.5
nn_32_relu,[32],ReLU,4,10,10,0.5,600,480,1.0,0.4034808818155235,0.0071897774051396,6.016568799999732,-1925120,3892,3892,31136,15568,137.7,0.3
mle,,,4,10,10,0.5,1000,800,1.0,1.8348460196741396,0.0384179818569109,0.0377607000000352,0,2046,1023,16368,16368,,
