estimator,hidden_dims,activation,dag_idx,n_nodes,in_degree,alpha,sample_size,n_fit,density,kl,kl_se,fit_time_s,fit_rss_delta_bytes,stored_params,free_params,memory_bytes,memory_bytes_native,stop_epoch_mean,frac_at_ceiling
nn_linear,[],linear,4,5,8,1.0,600,480,1.0,0.2549353282195665,0.0027156585151707,2.6767907000003106,-3842048,52,52,416,208,186.6,0.4
nn_32_relu,[32],ReLU,4,5,8,1.0,600,480,1.0,0.0274665803324942,0.0008946179348838,2.1879947000002176,-1802240,1162,1162,9296,4648,107.6,0.0
mle,,,4,5,8,1.0,1000,800,1.0,0.0935664156396837,0.0022304255362384,0.0123516000003292,0,62,31,496,496,,
nn_linear,[],linear,4,5,8,1.0,1000,800,1.0,0.2540597670823682,0.0030174058188272,2.7994862999998986,-3100672,52,52,416,208,121.4,0.0
nn_32_relu,[32],ReLU,4,5,8,1.0,1000,800,1.0,0.0277215966178609,0.0007091706781188,3.498718199999985,-1806336,1162,1162,9296,4648,106.0,0.0
mle,,,4,5,8,1.0,1400,1120,1.0,0.0821617768249744,0.0021886050257221,0.0103272000001197,0,62,31,496,496,,
nn_linear,[],linear,4,5,8,1.0,1400,1120,1.0,0.2524240254759737,0.0029319748373143,2.501616600000034,-3637248,52,52,416,208,82.0,0.0
nn_32_relu,[32],ReLU,4,5,8,1.0,1400,1120,1.0,0.0125923146081338,0.000567352047381,4.62491,-1171456,1162,1162,9296,4648,101.8,0.0
mle,,,5,5,8,1.0,600,480,1.0,0.1970336927772031,0.0083094661826103,0.0113885999999183,0,62,31,496,496,,
nn_linear,[],linear,5,5,8,1.0,600,480,1.0,0.2351009863016864,0.0024856039654179,1.4659095000001798,4096,52,52,416,208,100.6,0.0
nn_32_relu,[32],ReLU,5,5,8,1.0,600,480,1.0,0.0524053211968617,0.0012534303954033,1.4246202999997877,-1892352,1162,1162,9296,4648,69.0,0.0
mle,,,5,5,8,1.0,1000,800,1.0,0.1800795826552395,0.0081553642911361,0.0101003999998283,0,62,31,496,496,,
nn_linear,[],linear,5,5,8,1.0,1000,800,1.0,0.2173700881334331,0.0031011379597348,2.5492175999997926,-3198976,52,52,416,208,111.2,0.2
nn_32_relu,[32],ReLU,5,5,8,1.0,1000,800,1.0,0.0262693647385361,0.0007432275051201,2.177905699999883,-2080768,1162,1162,9296,4648,66.4,0.0
mle,,,5,5,8,1.0,1400,1120,1.0,0.0863666321604586,0.0057320955545934,0.0104696999997031,0,62,31,496,496,,
nn_linear,[],linear,5,5,8,1.0,1400,1120,1.0,0.2099676605315696,0.0036005889291172,2.888048100000105,-2969600,52,52,416,208,93.4,0.0
nn_32_relu,[32],ReLU,5,5,8,1.0,1400,1120,1.0,0.022984937370139,0.0005458880616694,3.2408941000003324,-1269760,1162,1162,9296,4648,71.8,0.2
mle,,,1,5,10,0.1,600,480,1.0,0.0077670500271541,0.0005536843498651,0.0107124000001022,0,62,31,496,496,,
nn_linear,[],linear,1,5,10,0.1,600,480,1.0,0.3219038300467128,0.0003497184561826,2.7983688999997867,-3530752,52,52,416,208,194.4,0.8
nn_32_relu,[32],ReLU,1,5,10,0.1,600,480,1.0,0.0076666020478177,9.876613438275102e-05,2.322994299999664,-1568768,1162,1162,9296,4648,114.2,0.2
mle,,,1,5,10,0.1,1000,800,1.0,0.0079280886836914,0.0005547804268135,0.0106720999997378,0,62,31,496,496,,
nn_linear,[],linear,1,5,10,0.1,1000,800,1.0,0.0773119438579848,0.0001980985785673,4.16715000000022,-3026944,52,52,416,208,180.0,0.8
nn_32_relu,[32],ReLU,1,5,10,0.1,1000,800,1.0,0.0016194338629907,3.273015097361588e-05,3.467857600000116,-1921024,1162,1162,9296,4648,105.2,0.0
mle,,,1,5,10,0.1,1400,1120,1.0,0.0079185029687135,0.0005539549629036,0.0128034000003935,0,62,31,496,496,,
nn_linear,[],linear,1,5,10,0.1,1400,1120,1.0,0.0728511416048749,8.122730509603536e-05,6.238226899999972,-4354048,52,52,416,208,200.0,1.0
nn_32_relu,[32],ReLU,1,5,10,0.1,1400,1120,1.0,0.0048724146388642,2.604012106360331e-05,6.021801800000048,-1404928,1162,1162,9296,4648,131.8,0.2
mle,,,2,5,10,0.1,600,480,1.0,0.0055508621062577,9.448654520017827e-05,0.0115498000000116,0,62,31,496,496,,
nn_linear,[],linear,2,5,10,0.1,600,480,1.0,0.1866776648935489,0.0012839346726293,2.9368223999999827,-3936256,52,52,416,208,200.0,1.0
nn_32_relu,[32],ReLU,2,5,10,0.1,600,480,1.0,0.0035792921516955,0.0001886688547579,2.714594899999611,-1490944,1162,1162,9296,4648,132.2,0.4
mle,,,2,5,10,0.1,1000,800,1.0,0.0039264424970679,8.218819214878395e-05,0.0120021000002452,0,62,31,496,496,,
nn_linear,[],linear,2,5,10,0.1,1000,800,1.0,0.0578023226145887,0.0005949694269787,4.490914599999996,-5050368,52,52,416,208,200.0,1.0
nn_32_relu,[32],ReLU,2,5,10,0.1,1000,800,1.0,0.0021356560778168,0.0002506952186844,4.817805700000008,-1736704,1162,1162,9296,4648,145.0,0.4
mle,,,2,5,10,0.1,1400,1120,1.0,0.0036984513336373,8.021753214950371e-05,0.0104307000001426,0,62,31,496,496,,
nn_linear,[],linear,2,5,10,0.1,1400,1120,1.0,0.0275568989488121,0.000250796003993,6.2378773000000365,-2789376,52,52,416,208,200.0,1.0
nn_32_relu,[32],ReLU,2,5,10,0.1,1400,1120,1.0,0.0014674513041294,0.0002814382606479,5.948221200000262,-1363968,1162,1162,9296,4648,130.0,0.2
mle,,,3,5,10,0.1,600,480,1.0,0.0075454053611712,0.0005050357062631,0.0122498000000632,0,62,31,496,496,,
nn_linear,[],linear,3,5,10,0.1,600,480,1.0,0.2378733760966128,0.0026473042784164,2.3942926999998235,-3993600,52,52,416,208,165.4,0.8
nn_32_relu,[32],ReLU,3,5,10,0.1,600,480,1.0,0.0099407007623008,0.0011476911649807,3.0911685999999463,-1437696,1162,1162,9296,4648,151.6,0.6
mle,,,3,5,10,0.1,1000,800,1.0,0.0082928306597252,0.0005042934434437,0.0121805000003405,0,62,31,496,496,,
nn_linear,[],linear,3,5,10,0.1,1000,800,1.0,0.1413046176971729,0.0023199728811499,3.954917199999727,-5091328,52,52,416,208,173.6,0.8
nn_32_relu,[32],ReLU,3,5,10,0.1,1000,800,1.0,0.0118716513629661,0.0013430324717204,4.513161200000013,-1712128,1162,1162,9296,4648,134.4,0.4
mle,,,3,5,10,0.1,1400,1120,1.0,0.0084044596180368,0.0005041898748227,0.0110334000000875,0,62,31,496,496,,
nn_linear,[],linear,3,5,10,0.1,1400,1120,1.0,0.0578300606735246,0.0011254108555626,6.21666520000008,-2793472,52,52,416,208,200.0,1.0
nn_32_relu,[32],ReLU,3,5,10,0.1,1400,1120,1.0,0.0033896097014111,0.0008799589607569,6.299681399999827,-1363968,1162,1162,9296,4648,136.2,0.4
mle,,,4,5,10,0.1,600,480,1.0,0.0414015406769192,0.0007829076436046,0.0106167999997524,0,62,31,496,496,,
nn_linear,[],linear,4,5,10,0.1,600,480,1.0,0.3914597879889782,0.0042343357557984,2.220952899999702,-3842048,52,52,416,208,153.2,0.6
nn_32_relu,[32],ReLU,4,5,10,0.1,600,480,1.0,0.0183143272085477,0.000992307095939,2.469535199999882,-1769472,1162,1162,9296,4648,122.6,0.2
mle,,,4,5,10,0.1,1000,800,1.0,0.0365756097152548,0.0007824053429237,0.0100083999996059,0,62,31,496,496,,
nn_linear,[],linear,4,5,10,0.1,1000,800,1.0,0.2964680361975063,0.0035222172298968,3.47295959999974,-4378624,52,52,416,208,152.2,0.6
nn_32_relu,[32],ReLU,4,5,10,0.1,1000,800,1.0,0.0091133630139905,0.0009889351327648,3.5889901999998983,-1601536,1162,1162,9296,4648,109.2,0.2
mle,,,4,5,10,0.1,1400,1120,1.0,0.0106862604024899,0.0001870375399147,0.010565100000349,0,62,31,496,496,,
nn_linear,[],linear,4,5,10,0.1,1400,1120,1.0,0.275085224668067,0.0033442755035067,4.392513199999939,-2830336,52,52,416,208,140.2,0.4
nn_32_relu,[32],ReLU,4,5,10,0.1,1400,1120,1.0,0.0070635190725699,0.0009723755085644,5.168475399999807,-1380352,1162,1162,9296,4648,113.2,0.0
mle,,,5,5,10,0.1,600,480,1.0,0.0007915913167048,1.14804839654612e-07,0.0108218000000306,0,62,31,496,496,,
nn_linear,[],linear,5,5,10,0.1,600,480,1.0,0.1166310575676971,0.0014507606158709,2.870809499999723,-5001216,52,52,416,208,200.0,1.0
nn_32_relu,[32],ReLU,5,5,10,0.1,600,480,1.0,0.0026406312067982,2.2695530912256248e-05,3.49058580000019,-1474560,1162,1162,9296,4648,168.4,0.6
mle,,,5,5,10,0.1,1000,800,1.0,0.0010064933899675,6.08333597231178e-07,0.0134992000002966,0,62,31,496,496,,
nn_linear,[],linear,5,5,10,0.1,1000,800,1.0,0.1224486256397295,0.000435987092532,4.576407200000176,-5496832,52,52,416,208,199.2,0.8
nn_32_relu,[32],ReLU,5,5,10,0.1,1000,800,1.0,0.0011985146084573,1.5118944833668543e-05,4.955193099999633,-1712128,1162,1162,9296,4648,150.2,0.4
mle,,,5,5,10,0.1,1400,1120,1.0,0.0002239435201573,2.5477009593049976e-07,0.0108952000000499,0,62,31,496,496,,
nn_linear,[],linear,5,5,10,0.1,1400,1120,1.0,0.0430456059486868,0.0002709665872751,6.2195167999998375,-4227072,52,52,416,208,200.0,1.0
nn_32_relu,[32],ReLU,5,5,10,0.1,1400,1120,1.0,0.000700039277182,6.196050497199118e-06,5.326687100000072,-1314816,1162,1162,9296,4648,115.8,0.0
mle,,,3,5,10,0.5,600,480,1.0,0.2468795441696176,0.0113249107324489,0.0125244000000748,0,62,31,496,496,,
nn_linear,[],linear,3,5,10,0.5,600,480,1.0,0.2746081279480972,0.0033257936288414,2.6487726999998813,-3481600,52,52,416,208,181.8,0.8
nn_32_relu,[32],ReLU,3,5,10,0.5,600,480,1.0,0.0342016060278841,0.0009930741743117,2.353346899999906,-1540096,1162,1162,9296,4648,116.0,0.2
mle,,,3,5,10,0.5,1000,800,1.0,0.0951966417470702,0.0047692603905178,0.0104317000000264,0,62,31,496,496,,
nn_linear,[],linear,3,5,10,0.5,1000,800,1.0,0.2478271337936972,0.0040988396683474,4.066107800000282,-3031040,52,52,416,208,178.8,0.6
nn_32_relu,[32],ReLU,3,5,10,0.5,1000,800,1.0,0.0292304850673376,0.0011579609803418,3.067434200000207,-2236416,1162,1162,9296,4648,94.4,0.0
mle,,,3,5,10,0.5,1400,1120,1.0,0.1543298219737705,0.0072940722220092,0.0102391999998872,0,62,31,496,496,,
nn_linear,[],linear,3,5,10,0.5,1400,1120,1.0,0.2144055129573176,0.0049866729950741,4.832739899999979,-2097152,52,52,416,208,155.0,0.6
nn_32_relu,[32],ReLU,3,5,10,0.5,1400,1120,1.0,0.0166074237675581,0.0006069518361014,3.694511800000328,-1355776,1162,1162,9296,4648,81.4,0.0
mle,,,4,5,10,0.5,600,480,1.0,0.1584010161312473,0.0179496577821144,0.0106768000000556,0,62,31,496,496,,
nn_linear,[],linear,4,5,10,0.5,600,480,1.0,0.5101621224677987,0.0038244131300201,2.136229000000185,-3842048,52,52,416,208,147.4,0.2
nn_32_relu,[32],ReLU,4,5,10,0.5,600,480,1.0,0.0506473211551795,0.0013682247374271,1.6069898999999168,-1843200,1162,1162,9296,4648,78.0,0.0
mle,,,4,5,10,0.5,1000,800,1.0,0.1266508251927495,0.0140278134360354,0.010547299999871,0,62,31,496,496,,
nn_linear,[],linear,4,5,10,0.5,1000,800,1.0,0.5017964156030674,0.0036942203280115,2.273281499999939,-3129344,52,52,416,208,101.0,0.2
nn_32_relu,[32],ReLU,4,5,10,0.5,1000,800,1.0,0.0233594404313567,0.0007044567603739,3.015088900000137,-2150400,1162,1162,9296,4648,92.6,0.0
mle,,,4,5,10,0.5,1400,1120,1.0,0.1219152580801113,0.0140279191703607,0.0100178000002415,0,62,31,496,496,,
nn_linear,[],linear,4,5,10,0.5,1400,1120,1.0,0.4978070786351483,0.0036168916686948,3.3146358999997574,-2805760,52,52,416,208,105.4,0.2
nn_32_relu,[32],ReLU,4,5,10,0.5,1400,1120,1.0,0.0169417595565283,0.0006032351050328,3.92336639999985,-1355776,1162,1162,9296,4648,85.4,0.0
mle,,,5,5,10,0.5,600,480,1.0,0.1827968096677014,0.0147317531161143,0.0099717000002783,0,62,31,496,496,,
nn_linear,[],linear,5,5,10,0.5,600,480,1.0,0.1066848711215296,0.0022667274976765,2.3961293000002115,-3530752,52,52,416,208,165.2,0.8
nn_32_relu,[32],ReLU,5,5,10,0.5,600,480,1.0,0.0491310302064755,0.0028246016699737,1.9558649999999036,-835584,1162,1162,9296,4648,95.4,0.0
mle,,,5,5,10,0.5,1000,800,1.0,0.0965707288881567,0.0071706787497889,0.0101982999999563,0,62,31,496,496,,
nn_linear,[],linear,5,5,10,0.5,1000,800,1.0,0.1069463015195985,0.0029708704795478,4.563766699999633,-4943872,52,52,416,208,200.0,1.0
nn_32_relu,[32],ReLU,5,5,10,0.5,1000,800,1.0,0.0159896441989782,0.0009310195038904,4.2453576999996585,-1720320,1162,1162,9296,4648,128.2,0.2
mle,,,5,5,10,0.5,1400,1120,1.0,0.0749514539967856,0.0085558356243179,0.0105448999997861,0,62,31,496,496,,
nn_linear,[],linear,5,5,10,0.5,1400,1120,1.0,0.069233012705881,0.0034290571926526,6.1940614999998616,-3002368,52,52,416,208,200.0,1.0
nn_32_relu,[32],ReLU,5,5,10,0.5,1400,1120,1.0,0.0182139040313148,0.001250118986772,4.312941500000306,-1339392,1162,1162,9296,4648,94.8,0.0
mle,,,1,5,10,1.0,600,480,1.0,0.1702949093903321,0.0118843642291235,0.0117107999999461,0,62,31,496,496,,
nn_linear,[],linear,1,5,10,1.0,600,480,1.0,0.2944940974245278,0.0039703815957327,1.4792090000000826,-4247552,52,52,416,208,102.0,0.2
nn_32_relu,[32],ReLU,1,5,10,1.0,600,480,1.0,0.0353684745582499,0.0008051624691245,1.8319132999999963,-1875968,1162,1162,9296,4648,89.2,0.2
mle,,,1,5,10,1.0,1000,800,1.0,0.0796285826117612,0.008199631976768,0.011702900000273,0,62,31,496,496,,
nn_linear,[],linear,1,5,10,1.0,1000,800,1.0,0.271903164483569,0.0037746500576457,2.2809308000000783,-3051520,52,52,416,208,101.4,0.0
nn_32_relu,[32],ReLU,1,5,10,1.0,1000,800,1.0,0.024372706597693,0.0005453971355053,2.5679493000002367,-2236416,1162,1162,9296,4648,79.2,0.2
mle,,,1,5,10,1.0,1400,1120,1.0,0.0309775474980305,0.0026494090968703,0.010671000000002,0,62,31,496,496,,
nn_linear,[],linear,1,5,10,1.0,1400,1120,1.0,0.2728657895410804,0.0037859049904499,3.0177757000001293,-3321856,52,52,416,208,98.0,0.0
nn_32_relu,[32],ReLU,1,5,10,1.0,1400,1120,1.0,0.016455025773685,0.000278787999793,3.475295499999902,-1482752,1162,1162,9296,4648,77.2,0.0
mle,,,2,5,10,1.0,600,480,1.0,0.2012663562226199,0.0082965182611981,0.0101919000003363,0,62,31,496,496,,
nn_linear,[],linear,2,5,10,1.0,600,480,1.0,0.1493716767706262,0.0022960139274484,2.0591458999997485,-4038656,52,52,416,208,142.0,0.2
nn_32_relu,[32],ReLU,2,5,10,1.0,600,480,1.0,0.0259020754019451,0.0004257747574338,1.9915948000002568,-2236416,1162,1162,9296,4648,97.4,0.0
mle,,,2,5,10,1.0,1000,800,1.0,0.111820310625914,0.0095867388985172,0.0097215999999207,0,62,31,496,496,,
nn_linear,[],linear,2,5,10,1.0,1000,800,1.0,0.1391125546858114,0.0016304425839399,2.1195004999999583,-4333568,52,52,416,208,93.8,0.0
nn_32_relu,[32],ReLU,2,5,10,1.0,1000,800,1.0,0.0302448643368027,0.0006500737364577,2.2197277000000213,-2297856,1162,1162,9296,4648,67.6,0.0
mle,,,2,5,10,1.0,1400,1120,1.0,0.1067155430172554,0.0095712161868438,0.0102278999997906,0,62,31,496,496,,
nn_linear,[],linear,2,5,10,1.0,1400,1120,1.0,0.1233518082467106,0.0020173521486497,4.532940199999757,-2772992,52,52,416,208,146.2,0.0
nn_32_relu,[32],ReLU,2,5,10,1.0,1400,1120,1.0,0.0097363779537201,0.0001411414552629,4.219383799999832,-1327104,1162,1162,9296,4648,93.2,0.2
mle,,,3,5,10,1.0,600,480,1.0,0.3939891447167482,0.009649780823752,0.0111484000003656,0,62,31,496,496,,
nn_linear,[],linear,3,5,10,1.0,600,480,1.0,0.2070440658094534,0.0018196260399675,2.0474374000000357,-3473408,52,52,416,208,138.2,0.2
nn_32_relu,[32],ReLU,3,5,10,1.0,600,480,1.0,0.0585462810824485,0.0009189908854266,2.00628770000003,-851968,1162,1162,9296,4648,97.4,0.2
mle,,,3,5,10,1.0,1000,800,1.0,0.1056645108972159,0.0044639165445648,0.0117631999996774,0,62,31,496,496,,
nn_linear,[],linear,3,5,10,1.0,1000,800,1.0,0.1846521766033264,0.0014642435141161,2.518325399999867,-3104768,52,52,416,208,111.2,0.0
nn_32_relu,[32],ReLU,3,5,10,1.0,1000,800,1.0,0.0287909896102232,0.0003829080831818,2.553375899999992,-2637824,1162,1162,9296,4648,77.6,0.0
mle,,,3,5,10,1.0,1400,1120,1.0,0.0614793115704101,0.0050463333390347,0.0098412000002099,0,62,31,496,496,,
nn_linear,[],linear,3,5,10,1.0,1400,1120,1.0,0.1814348906956162,0.0016182529353022,3.310517699999764,-2383872,52,52,416,208,105.6,0.0
nn_32_relu,[32],ReLU,3,5,10,1.0,1400,1120,1.0,0.0143454322305645,0.0002244255052083,3.867052000000058,-1376256,1162,1162,9296,4648,85.8,0.0
mle,,,4,5,10,1.0,600,480,1.0,0.1638622169467186,0.0116094813389148,0.0130343000000721,0,62,31,496,496,,
nn_linear,[],linear,4,5,10,1.0,600,480,1.0,0.2035276916818804,0.0012971391308777,1.099048699999912,-3473408,52,52,416,208,73.6,0.0
nn_32_relu,[32],ReLU,4,5,10,1.0,600,480,1.0,0.0563984638044577,0.0005832616584993,1.317110799999682,-843776,1162,1162,9296,4648,62.8,0.0
mle,,,4,5,10,1.0,1000,800,1.0,0.1678525955090261,0.0082109049525329,0.0116675000003851,0,62,31,496,496,,
nn_linear,[],linear,4,5,10,1.0,1000,800,1.0,0.1918717587949159,0.0015061677212706,2.6525876000000608,-3092480,52,52,416,208,115.6,0.0
nn_32_relu,[32],ReLU,4,5,10,1.0,1000,800,1.0,0.0507589869985643,0.0004318788306528,2.4134273999998186,-2564096,1162,1162,9296,4648,74.2,0.0
mle,,,4,5,10,1.0,1400,1120,1.0,0.0180094378023051,0.0013191053009049,0.0097162000001844,0,62,31,496,496,,
nn_linear,[],linear,4,5,10,1.0,1400,1120,1.0,0.1890353312650402,0.0014189405743591,2.9834538999998585,-3534848,52,52,416,208,96.6,0.0
nn_32_relu,[32],ReLU,4,5,10,1.0,1400,1120,1.0,0.0132049103914787,0.0001824620921356,3.183013800000026,-1523712,1162,1162,9296,4648,70.0,0.0
mle,,,5,5,10,1.0,600,480,1.0,0.0682049442269294,0.0056857318357222,0.0098807000003944,0,62,31,496,496,,
nn_linear,[],linear,5,5,10,1.0,600,480,1.0,0.3508292681500138,0.0023471047000625,2.032878699999856,-4444160,52,52,416,208,139.4,0.4
nn_32_relu,[32],ReLU,5,5,10,1.0,600,480,1.0,0.0316098290744731,0.0009570798274968,2.109075600000324,-2043904,1162,1162,9296,4648,102.0,0.0
mle,,,5,5,10,1.0,1000,800,1.0,0.2818292559215177,0.0088301151638535,0.0119630999997752,0,62,31,496,496,,
nn_linear,[],linear,5,5,10,1.0,1000,800,1.0,0.1715429944678917,0.0027678281411738,2.168288400000165,-3067904,52,52,416,208,95.6,0.2
nn_32_relu,[32],ReLU,5,5,10,1.0,1000,800,1.0,0.0422181156409051,0.000890518147805,2.035131200000251,-2170880,1162,1162,9296,4648,62.6,0.0
mle,,,5,5,10,1.0,1400,1120,1.0,0.0822592441435242,0.0044785703948093,0.0099865000001955,0,62,31,496,496,,
nn_linear,[],linear,5,5,10,1.0,1400,1120,1.0,0.1418543770787427,0.0023646537362315,3.0922888999998577,-3309568,52,52,416,208,99.4,0.2
nn_32_relu,[32],ReLU,5,5,10,1.0,1400,1120,1.0,0.0231228050391118,0.000582541234922,3.1997011000003117,-1527808,1162,1162,9296,4648,69.8,0.0
mle,,,1,10,2,0.1,600,480,0.3777777777777777,0.0166465096923231,0.0013218269758943,0.0232820999999603,0,70,35,560,560,,
nn_linear,[],linear,1,10,2,0.1,600,480,0.3777777777777777,0.3489423314441966,0.0018239807019412,5.276335500000187,-4624384,90,90,720,360,184.9,0.9
nn_32_relu,[32],ReLU,1,10,2,0.1,600,480,0.3777777777777777,0.0092520557998451,0.0004899094282607,6.197675899999922,-1445888,2100,2100,16800,8400,149.5,0.5
mle,,,1,10,2,0.1,1000,800,0.3777777777777777,0.0060813967854218,6.742313083694011e-05,0.0201145999999425,0,70,35,560,560,,
nn_linear,[],linear,1,10,2,0.1,1000,800,0.3777777777777777,0.1195039041599931,0.001566229588677,8.230481900000086,-4415488,90,90,720,360,182.3,0.8
nn_32_relu,[32],ReLU,1,10,2,0.1,1000,800,0.3777777777777777,0.0260327117456053,0.0007605336085054,9.007582000000184,-1015808,2100,2100,16800,8400,134.5,0.4
mle,,,1,10,2,0.1,1400,1120,0.3777777777777777,0.0110190850372511,0.0011767032215057,0.0201937000001635,0,70,35,560,560,,
nn_linear,[],linear,1,10,2,0.1,1400,1120,0.3777777777777777,0.0484893732184469,0.0015911994844226,10.936409099999764,-3559424,90,90,720,360,174.1,0.8
nn_32_relu,[32],ReLU,1,10,2,0.1,1400,1120,0.3777777777777777,0.0091122493409861,0.0004057161592648,9.845792199999778,-815104,2100,2100,16800,8400,107.2,0.1
mle,,,2,10,2,0.1,600,480,0.3777777777777777,0.0731837181368116,0.0017017506928184,0.0232688000000962,0,70,35,560,560,,
nn_linear,[],linear,2,10,2,0.1,600,480,0.3777777777777777,0.3283705356021151,0.002862713199755,5.280851700000312,-3735552,90,90,720,360,184.9,0.9
nn_32_relu,[32],ReLU,2,10,2,0.1,600,480,0.3777777777777777,0.016683299496722,0.0017751109755022,6.28461040000002,-1429504,2100,2100,16800,8400,152.1,0.4
mle,,,2,10,2,0.1,1000,800,0.3777777777777777,0.0743462174290546,0.0017112499215785,0.0213477000002058,0,70,35,560,560,,
nn_linear,[],linear,2,10,2,0.1,1000,800,0.3777777777777777,0.1684673175567554,0.0020092224669818,8.11363130000018,-4542464,90,90,720,360,178.9,0.8
nn_32_relu,[32],ReLU,2,10,2,0.1,1000,800,0.3777777777777777,0.0268844548817926,0.001826205624372,7.3606166999998095,-1007616,2100,2100,16800,8400,111.0,0.0
mle,,,2,10,2,0.1,1400,1120,0.3777777777777777,0.0714322176523958,0.0017125206370158,0.0239547000001039,0,70,35,560,560,,
nn_linear,[],linear,2,10,2,0.1,1400,1120,0.3777777777777777,0.0553170716950755,0.001861802238986,11.26168480000024,-3608576,90,90,720,360,180.7,0.8
nn_32_relu,[32],ReLU,2,10,2,0.1,1400,1120,0.3777777777777777,0.0116431614561488,0.0019126287731363,9.487496799999915,-786432,2100,2100,16800,8400,103.9,0.0
mle,,,3,10,2,0.1,600,480,0.3777777777777777,0.0381717978971224,0.0025173139788616,0.0209187999998903,0,70,35,560,560,,
nn_linear,[],linear,3,10,2,0.1,600,480,0.3777777777777777,0.5026243545319161,0.0016432311292201,5.553990899999917,-3702784,90,90,720,360,192.2,0.9
nn_32_relu,[32],ReLU,3,10,2,0.1,600,480,0.3777777777777777,0.0088262620474731,0.0015353948928546,6.907068699999854,-1433600,2100,2100,16800,8400,167.1,0.6
mle,,,3,10,2,0.1,1000,800,0.3777777777777777,0.0294880951417415,0.0025087495654724,0.0241002000002481,0,70,35,560,560,,
nn_linear,[],linear,3,10,2,0.1,1000,800,0.3777777777777777,0.2333545809014936,0.0015724011398057,8.515831899999739,-4505600,90,90,720,360,187.5,0.9
nn_32_relu,[32],ReLU,3,10,2,0.1,1000,800,0.3777777777777777,0.0085864146003877,0.0014018733150501,9.719881299999996,-1007616,2100,2100,16800,8400,145.5,0.4
mle,,,3,10,2,0.1,1400,1120,0.3777777777777777,0.0263394124271982,0.0013927670189007,0.0241498999998839,86016,70,35,560,560,,
nn_linear,[],linear,3,10,2,0.1,1400,1120,0.3777777777777777,0.111942469954193,0.0019455144741572,11.28705140000011,-3608576,90,90,720,360,181.1,0.8
nn_32_relu,[32],ReLU,3,10,2,0.1,1400,1120,0.3777777777777777,0.0142692965269161,0.0022889404442261,8.812025000000176,-802816,2100,2100,16800,8400,95.4,0.1
mle,,,4,10,2,0.1,600,480,0.3777777777777777,0.0787880610852366,0.0006729258958536,0.0226415999995879,0,70,35,560,560,,
nn_linear,[],linear,4,10,2,0.1,600,480,0.3777777777777777,0.448738434699123,0.0021275112406116,5.38340369999969,-3735552,90,90,720,360,187.3,0.9
nn_32_relu,[32],ReLU,4,10,2,0.1,600,480,0.3777777777777777,0.0200049420878637,0.0002685426197969,6.319966999999906,-1368064,2100,2100,16800,8400,151.7,0.3
mle,,,4,10,2,0.1,1000,800,0.3777777777777777,0.0731371788116305,0.0006854357758777,0.0244920000000092,0,70,35,560,560,,
nn_linear,[],linear,4,10,2,0.1,1000,800,0.3777777777777777,0.1952444516201124,0.0009374579044367,8.643970299999637,-4554752,90,90,720,360,188.9,0.9
nn_32_relu,[32],ReLU,4,10,2,0.1,1000,800,0.3777777777777777,0.0117579620322127,0.0005821301481004,9.754269600000043,-958464,2100,2100,16800,8400,146.4,0.5
mle,,,4,10,2,0.1,1400,1120,0.3777777777777777,0.0191488496805235,0.0004195106670664,0.0233171999998376,0,70,35,560,560,,
nn_linear,[],linear,4,10,2,0.1,1400,1120,0.3777777777777777,0.1459944227923637,0.0008844729526905,11.954197800000202,-3657728,90,90,720,360,192.8,0.9
nn_32_relu,[32],ReLU,4,10,2,0.1,1400,1120,0.3777777777777777,0.0103325860150396,0.0005341016240063,10.935382199999822,-802816,2100,2100,16800,8400,119.1,0.3
mle,,,5,10,2,0.1,600,480,0.3777777777777777,0.0121346146868327,0.0009615882726572,0.0210268000000724,0,70,35,560,560,,
nn_linear,[],linear,5,10,2,0.1,600,480,0.3777777777777777,0.315835809277224,0.0020224802902377,5.78611920000003,-3735552,90,90,720,360,200.0,1.0
nn_32_relu,[32],ReLU,5,10,2,0.1,600,480,0.3777777777777777,0.0174417963966411,0.0044651206420888,7.416801000000305,-1363968,2100,2100,16800,8400,180.0,0.7
mle,,,5,10,2,0.1,1000,800,0.3777777777777777,0.0124256189153816,0.0009615259189576,0.0234721999995599,0,70,35,560,560,,
nn_linear,[],linear,5,10,2,0.1,1000,800,0.3777777777777777,0.1784235201506569,0.0023411251320178,8.485169000000042,-4554752,90,90,720,360,186.2,0.9
nn_32_relu,[32],ReLU,5,10,2,0.1,1000,800,0.3777777777777777,0.0133065960431486,0.0041821786576744,9.443474800000333,-1036288,2100,2100,16800,8400,141.6,0.2
mle,,,5,10,2,0.1,1400,1120,0.3777777777777777,0.011997935438484,0.0009616074281062,0.0214621999998598,0,70,35,560,560,,
nn_linear,[],linear,5,10,2,0.1,1400,1120,0.3777777777777777,0.0714342957715382,0.0023316240233667,11.428184800000054,-3579904,90,90,720,360,183.6,0.9
nn_32_relu,[32],ReLU,5,10,2,0.1,1400,1120,0.3777777777777777,0.015330310685811,0.0037627605072177,9.81144329999961,-786432,2100,2100,16800,8400,107.6,0.0
mle,,,1,10,2,0.5,600,480,0.3777777777777777,0.221665810907513,0.007395825976148,0.0208850999997594,0,70,35,560,560,,
