dag_idx,n_nodes,in_degree,alpha,sample_size,kl,density,fit_time_s,fit_rss_delta_bytes,total_stored_params,total_memory_bytes
1,10,6,0.1,600,0.24777224129140069,0.8666666666666667,0.07186730199828162,167936,638,5104
1,10,6,0.1,1000,0.1873933403644384,0.8666666666666667,0.07275376200050232,45056,638,5104
1,10,6,0.1,1400,0.12388798112879511,0.8666666666666667,0.07231563299865229,77824,638,5104
2,10,6,0.1,600,0.20479866996740265,0.8666666666666667,0.07457761300247512,24576,638,5104
2,10,6,0.1,1000,0.1120206570343025,0.8666666666666667,0.0709801500015601,40960,638,5104
2,10,6,0.1,1400,0.10190721035188599,0.8666666666666667,0.07266728700051317,49152,638,5104
3,10,6,0.1,600,0.12518647808878466,0.8666666666666667,0.06985613600045326,32768,638,5104
3,10,6,0.1,1000,0.019724568023662032,0.8666666666666667,0.0690973689997918,57344,638,5104
3,10,6,0.1,1400,0.019375137646823158,0.8666666666666667,0.0714628099995025,61440,638,5104
4,10,6,0.1,600,0.10096249451706431,0.8666666666666667,0.07191562599837198,32768,638,5104
4,10,6,0.1,1000,0.09101613735416739,0.8666666666666667,0.07163598699844442,61440,638,5104
4,10,6,0.1,1400,0.08875576977553458,0.8666666666666667,0.06749797700103954,61440,638,5104
5,10,6,0.1,600,0.12872360197542906,0.8666666666666667,0.07453762899967842,32768,638,5104
5,10,6,0.1,1000,0.09994764982569107,0.8666666666666667,0.0739960719984083,57344,638,5104
5,10,6,0.1,1400,0.04320190179877352,0.8666666666666667,0.07241553099811426,65536,638,5104
1,10,6,0.5,600,1.3491727335151171,0.8666666666666667,0.0715183629981766,12288,638,5104
1,10,6,0.5,1000,0.6576424679082747,0.8666666666666667,0.07093770699793822,53248,638,5104
1,10,6,0.5,1400,0.5395609473075318,0.8666666666666667,0.07156825499987463,57344,638,5104
2,10,6,0.5,600,1.7521084458701837,0.8666666666666667,0.0665258580011141,20480,638,5104
2,10,6,0.5,1000,1.1847142046296584,0.8666666666666667,0.06628176999947755,53248,638,5104
2,10,6,0.5,1400,0.8497176021713183,0.8666666666666667,0.06706812199990964,49152,638,5104
3,10,6,0.5,600,2.1931080383604558,0.8666666666666667,0.07049813499907032,12288,638,5104
3,10,6,0.5,1000,1.2849252049111388,0.8666666666666667,0.0695849139992788,45056,638,5104
3,10,6,0.5,1400,0.6984088353416907,0.8666666666666667,0.07008545999997295,57344,638,5104
4,10,6,0.5,600,2.3347690416372546,0.8666666666666667,0.07078646300215041,12288,638,5104
4,10,6,0.5,1000,1.2243900656836189,0.8666666666666667,0.07016206299886107,40960,638,5104
4,10,6,0.5,1400,0.6270479642465129,0.8666666666666667,0.07140043400067952,61440,638,5104
5,10,6,0.5,600,1.49638577409423,0.8666666666666667,0.07060612799978117,16384,638,5104
5,10,6,0.5,1000,0.9742911244937305,0.8666666666666667,0.06914457499806304,40960,638,5104
5,10,6,0.5,1400,0.81706072876005,0.8666666666666667,0.06980366900097579,53248,638,5104
1,10,6,1.0,600,2.280483574117206,0.8666666666666667,0.07060574099887162,16384,638,5104
1,10,6,1.0,1000,1.1966901802468273,0.8666666666666667,0.07035232199996244,36864,638,5104
1,10,6,1.0,1400,0.9235286529736586,0.8666666666666667,0.07636496999839437,49152,638,5104
2,10,6,1.0,600,2.3017467363484125,0.8666666666666667,0.06998536100218189,12288,638,5104
2,10,6,1.0,1000,1.2278417512376705,0.8666666666666667,0.06928941800288158,40960,638,5104
2,10,6,1.0,1400,0.8506621714902308,0.8666666666666667,0.06936126700020395,57344,638,5104
3,10,6,1.0,600,2.466321005954154,0.8666666666666667,0.07036377899930812,4096,638,5104
3,10,6,1.0,1000,1.652951804440513,0.8666666666666667,0.07027605300027062,40960,638,5104
3,10,6,1.0,1400,1.352817251097907,0.8666666666666667,0.07153926700266311,57344,638,5104
4,10,6,1.0,600,2.582892444598378,0.8666666666666667,0.06865453600039473,16384,638,5104
4,10,6,1.0,1000,1.8555791013729137,0.8666666666666667,0.06890014999953564,28672,638,5104
4,10,6,1.0,1400,0.9723238717204585,0.8666666666666667,0.06935903900011908,65536,638,5104
5,10,6,1.0,600,2.1915318802082986,0.8666666666666667,0.06892512600097689,12288,638,5104
5,10,6,1.0,1000,1.58272740550517,0.8666666666666667,0.06916839100085781,57344,638,5104
5,10,6,1.0,1400,0.9099713948085774,0.8666666666666667,0.06998461600232986,57344,638,5104
1,10,8,0.1,600,0.0875298283269438,0.9777777777777777,0.07980774799943902,32768,1534,12272
1,10,8,0.1,1000,0.0848522106309221,0.9777777777777777,0.07992121099960059,57344,1534,12272
1,10,8,0.1,1400,0.0784719570838986,0.9777777777777777,0.0787779349993798,81920,1534,12272
2,10,8,0.1,600,0.10011679101434225,0.9777777777777777,0.07766085699768155,0,1534,12272
2,10,8,0.1,1000,0.07132969668045111,0.9777777777777777,0.07820357200034778,0,1534,12272
2,10,8,0.1,1400,0.057122625087692815,0.9777777777777777,0.07903879600053187,0,1534,12272
3,10,8,0.1,600,0.11132568961137526,0.9777777777777777,0.0766343120012607,12288,1534,12272
3,10,8,0.1,1000,0.03521898946607688,0.9777777777777777,0.07738467600211152,0,1534,12272
3,10,8,0.1,1400,0.03471245874946084,0.9777777777777777,0.07764078900072491,0,1534,12272
4,10,8,0.1,600,0.3097031273781193,0.9777777777777777,0.07310146500094561,0,1534,12272
4,10,8,0.1,1000,0.2993312544072499,0.9777777777777777,0.07667524000135018,0,1534,12272
4,10,8,0.1,1400,0.12524377359977582,0.9777777777777777,0.07435825799984741,0,1534,12272
5,10,8,0.1,600,0.2760823411000262,0.9777777777777777,0.07889441100269323,0,1534,12272
5,10,8,0.1,1000,0.21760225424350965,0.9777777777777777,0.07782838400089531,0,1534,12272
5,10,8,0.1,1400,0.16020850028761643,0.9777777777777777,0.08032870000170078,0,1534,12272
1,10,8,0.5,600,1.9619117974107998,0.9777777777777777,0.07755988499775412,0,1534,12272
1,10,8,0.5,1000,1.1128124458501494,0.9777777777777777,0.0770096160013054,0,1534,12272
1,10,8,0.5,1400,0.9381937805273832,0.9777777777777777,0.0778153220016975,0,1534,12272
2,10,8,0.5,600,2.031707695409322,0.9777777777777777,0.07778047800093191,4096,1534,12272
2,10,8,0.5,1000,1.5753372649832997,0.9777777777777777,0.07714046799810603,0,1534,12272
2,10,8,0.5,1400,1.1990845466215885,0.9777777777777777,0.07774816599703627,0,1534,12272
3,10,8,0.5,600,1.9634130438478714,0.9777777777777777,0.07711093200123287,0,1534,12272
3,10,8,0.5,1000,1.4500183875144261,0.9777777777777777,0.077493406002759,0,1534,12272
3,10,8,0.5,1400,1.2663585097121763,0.9777777777777777,0.07726183599879732,0,1534,12272
4,10,8,0.5,600,1.553106153831377,0.9777777777777777,0.07655093600260443,0,1534,12272
4,10,8,0.5,1000,1.169497266331827,0.9777777777777777,0.07830077499966137,0,1534,12272
4,10,8,0.5,1400,0.7957629699738499,0.9777777777777777,0.07791524899948854,0,1534,12272
5,10,8,0.5,600,1.7258629508309387,0.9777777777777777,0.07690526800070074,0,1534,12272
5,10,8,0.5,1000,1.1695179214829183,0.9777777777777777,0.07696103600028437,0,1534,12272
5,10,8,0.5,1400,0.9117330232941214,0.9777777777777777,0.07873624400235713,0,1534,12272
1,10,8,1.0,600,3.7853028050646236,0.9777777777777777,0.07585223899877747,0,1534,12272
1,10,8,1.0,1000,2.7655746353139206,0.9777777777777777,0.0764375229991856,0,1534,12272
1,10,8,1.0,1400,1.9967154045365627,0.9777777777777777,0.07750436100104707,0,1534,12272
2,10,8,1.0,600,3.9431671327512463,0.9777777777777777,0.07722021900190157,0,1534,12272
2,10,8,1.0,1000,2.5581516814178373,0.9777777777777777,0.07698341099967365,0,1534,12272
2,10,8,1.0,1400,1.9703783136027786,0.9777777777777777,0.07624643699818989,0,1534,12272
3,10,8,1.0,600,5.50728097762597,0.9777777777777777,0.07561829599944758,0,1534,12272
3,10,8,1.0,1000,3.0202929107183505,0.9777777777777777,0.07726168800218147,0,1534,12272
3,10,8,1.0,1400,2.5140729246051046,0.9777777777777777,0.07632916399961687,0,1534,12272
4,10,8,1.0,600,4.124095734958513,0.9777777777777777,0.07517381400248269,0,1534,12272
4,10,8,1.0,1000,2.734363441380512,0.9777777777777777,0.07518661100039026,0,1534,12272
4,10,8,1.0,1400,1.9259862940127888,0.9777777777777777,0.07525687499946798,0,1534,12272
5,10,8,1.0,600,2.3609008968233955,0.9777777777777777,0.07518423000146868,0,1534,12272
5,10,8,1.0,1000,1.9599700811051226,0.9777777777777777,0.07603193999966606,0,1534,12272
5,10,8,1.0,1400,1.5223004310842372,0.9777777777777777,0.07645938600035151,0,1534,12272
1,10,10,0.1,600,0.1090624902652032,1.0,0.08158073300000979,0,2046,16368
1,10,10,0.1,1000,0.0751884281376197,1.0,0.08116927499941085,0,2046,16368
1,10,10,0.1,1400,0.07265110010345856,1.0,0.08183736799765029,0,2046,16368
2,10,10,0.1,600,0.0911469195929189,1.0,0.08148586399693158,0,2046,16368
2,10,10,0.1,1000,0.06071175289106654,1.0,0.08162240100136842,0,2046,16368
2,10,10,0.1,1400,0.052269677608780624,1.0,0.0810876779978571,0,2046,16368
3,10,10,0.1,600,0.21464880813491646,1.0,0.08010752400150523,0,2046,16368
3,10,10,0.1,1000,0.11689778368423313,1.0,0.07977465200019651,0,2046,16368
3,10,10,0.1,1400,0.0907511121087311,1.0,0.08118557299894746,0,2046,16368
4,10,10,0.1,600,0.090292011749212,1.0,0.08286619600039558,0,2046,16368
4,10,10,0.1,1000,0.058186364518939555,1.0,0.08002950900117867,0,2046,16368
4,10,10,0.1,1400,0.057425124581507454,1.0,0.08118674300203566,0,2046,16368
5,10,10,0.1,600,0.17955835914863819,1.0,0.08208079600080964,0,2046,16368
5,10,10,0.1,1000,0.17079745295201296,1.0,0.08068556000216631,0,2046,16368
5,10,10,0.1,1400,0.054326407418937,1.0,0.07946365300085745,0,2046,16368
1,10,10,0.5,600,2.1839750791034507,1.0,0.08267007599715726,0,2046,16368
1,10,10,0.5,1000,1.496386231354811,1.0,0.07909180700153229,0,2046,16368
1,10,10,0.5,1400,1.3067064766238252,1.0,0.07960573099990143,0,2046,16368
2,10,10,0.5,600,2.742197133385214,1.0,0.07899869399989257,0,2046,16368
2,10,10,0.5,1000,1.9261577057921289,1.0,0.07890583300104481,0,2046,16368
2,10,10,0.5,1400,1.6331589682794942,1.0,0.07896605499990983,0,2046,16368
3,10,10,0.5,600,1.070711357954073,1.0,0.08059353199860197,0,2046,16368
3,10,10,0.5,1000,0.742740584801814,1.0,0.07941791899793316,0,2046,16368
3,10,10,0.5,1400,0.5456269505834023,1.0,0.08068492199890898,0,2046,16368
4,10,10,0.5,600,2.4048820129717607,1.0,0.0798888729987084,0,2046,16368
4,10,10,0.5,1000,1.3618271397600532,1.0,0.07913126999847009,0,2046,16368
4,10,10,0.5,1400,0.9198113151905002,1.0,0.07979881999926874,0,2046,16368
5,10,10,0.5,600,1.4513020608592964,1.0,0.07917392599847517,0,2046,16368
5,10,10,0.5,1000,0.9651901659649872,1.0,0.07852896500116913,0,2046,16368
5,10,10,0.5,1400,0.7412205485735675,1.0,0.08004404299936141,0,2046,16368
1,10,10,1.0,600,5.89865504283787,1.0,0.0785768800014921,0,2046,16368
1,10,10,1.0,1000,4.116919886837887,1.0,0.07755991899830406,0,2046,16368
1,10,10,1.0,1400,3.175766283564453,1.0,0.07858139900054084,0,2046,16368
2,10,10,1.0,600,5.1756630903149246,1.0,0.08132092600135366,0,2046,16368
2,10,10,1.0,1000,3.2043494996099127,1.0,0.08029469699977199,0,2046,16368
2,10,10,1.0,1400,2.474488872434161,1.0,0.08084827099810354,0,2046,16368
3,10,10,1.0,600,2.3944640935035904,1.0,0.07946058900051867,0,2046,16368
3,10,10,1.0,1000,1.744505692455393,1.0,0.08137549799721455,0,2046,16368
3,10,10,1.0,1400,1.1694299630144134,1.0,0.08029623699985677,0,2046,16368
4,10,10,1.0,600,3.2831460347424137,1.0,0.07972261000031722,0,2046,16368
4,10,10,1.0,1000,2.0066602975553534,1.0,0.0796547889985959,0,2046,16368
4,10,10,1.0,1400,1.6075442193531544,1.0,0.08053226800257107,0,2046,16368
5,10,10,1.0,600,3.9840797937470707,1.0,0.0799544249966857,0,2046,16368
5,10,10,1.0,1000,2.74592490381375,1.0,0.07804871500047739,0,2046,16368
5,10,10,1.0,1400,1.9084057675873527,1.0,0.07886798500112491,0,2046,16368
1,15,2,0.1,600,0.02664750479924241,0.2571428571428571,0.08418225100103882,0,110,880
1,15,2,0.1,1000,0.017849891156422628,0.2571428571428571,0.08508755900038523,0,110,880
1,15,2,0.1,1400,0.014915854111699175,0.2571428571428571,0.08393350500045926,0,110,880
2,15,2,0.1,600,0.0683771605930813,0.2571428571428571,0.08664671099904808,0,110,880
2,15,2,0.1,1000,0.04729985288389492,0.2571428571428571,0.08397294200040051,0,110,880
2,15,2,0.1,1400,0.045158597473268725,0.2571428571428571,0.08463910499995109,0,110,880
3,15,2,0.1,600,0.14235259046400112,0.2571428571428571,0.08136150100108352,0,110,880
3,15,2,0.1,1000,0.14215251593006703,0.2571428571428571,0.0798152850002225,0,110,880
3,15,2,0.1,1400,0.016429835304318796,0.2571428571428571,0.08100002100036363,0,110,880
4,15,2,0.1,600,0.11136583609180252,0.2571428571428571,0.08103312700040988,0,110,880
4,15,2,0.1,1000,0.037922479751391354,0.2571428571428571,0.08064173700040556,0,110,880
4,15,2,0.1,1400,0.018327369195843695,0.2571428571428571,0.08195734000037191,0,110,880
5,15,2,0.1,600,0.04196997434272823,0.2571428571428571,0.0822098909993656,0,110,880
5,15,2,0.1,1000,0.038801954571580886,0.2571428571428571,0.09916667500147014,0,110,880
5,15,2,0.1,1400,0.03771620459415782,0.2571428571428571,0.09003039900198928,0,110,880
1,15,2,0.5,600,0.17264700787544413,0.2571428571428571,0.08310318700023345,0,110,880
1,15,2,0.5,1000,0.057359274069759734,0.2571428571428571,0.08123431400235859,0,110,880
1,15,2,0.5,1400,0.03193166256146737,0.2571428571428571,0.08128553500137059,0,110,880
2,15,2,0.5,600,0.2096105098756683,0.2571428571428571,0.08344608099650941,0,110,880
2,15,2,0.5,1000,0.19434705348220063,0.2571428571428571,0.08188650000010966,0,110,880
2,15,2,0.5,1400,0.036034939651482426,0.2571428571428571,0.08138029100155109,0,110,880
3,15,2,0.5,600,0.3685289542783302,0.2571428571428571,0.08381818499765359,0,110,880
3,15,2,0.5,1000,0.21073615097892567,0.2571428571428571,0.08210288199916249,0,110,880
3,15,2,0.5,1400,0.1466835193005801,0.2571428571428571,0.08246080900062225,0,110,880
4,15,2,0.5,600,0.128642977615743,0.2571428571428571,0.08248803400056204,0,110,880
4,15,2,0.5,1000,0.1138424009443047,0.2571428571428571,0.08242734799932805,0,110,880
4,15,2,0.5,1400,0.07694233908847593,0.2571428571428571,0.08172253500015358,0,110,880
5,15,2,0.5,600,0.14307134840099617,0.2571428571428571,0.08219568600179628,0,110,880
5,15,2,0.5,1000,0.11929986463127157,0.2571428571428571,0.0822846569972171,0,110,880
5,15,2,0.5,1400,0.11530490640293085,0.2571428571428571,0.08239642199987429,0,110,880
1,15,2,1.0,600,0.05902747994308493,0.2571428571428571,0.0799759149995225,0,110,880
1,15,2,1.0,1000,0.032497845936522156,0.2571428571428571,0.07912362299975939,0,110,880
1,15,2,1.0,1400,0.029452457584625887,0.2571428571428571,0.07856397900104639,0,110,880
2,15,2,1.0,600,0.16896134488777212,0.2571428571428571,0.07916437700259848,0,110,880
2,15,2,1.0,1000,0.08913292405137242,0.2571428571428571,0.07896094199895742,0,110,880
2,15,2,1.0,1400,0.023292390054053033,0.2571428571428571,0.08074567099902197,0,110,880
3,15,2,1.0,600,0.0793918466664539,0.2571428571428571,0.09064451200174517,0,110,880
3,15,2,1.0,1000,0.057689062181934606,0.2571428571428571,0.0792798340007721,0,110,880
3,15,2,1.0,1400,0.05277585094260414,0.2571428571428571,0.07971396900029504,0,110,880
4,15,2,1.0,600,0.045845494981115884,0.2571428571428571,0.12984212999799638,0,110,880
4,15,2,1.0,1000,0.027671289092380043,0.2571428571428571,0.07974847199875512,0,110,880
4,15,2,1.0,1400,0.018173197850158206,0.2571428571428571,0.07859643800111371,0,110,880
5,15,2,1.0,600,0.044107438651690103,0.2571428571428571,0.07964411699867924,0,110,880
5,15,2,1.0,1000,0.027987637284271987,0.2571428571428571,0.07839111799694365,0,110,880
5,15,2,1.0,1400,0.017465666392272344,0.2571428571428571,0.07799704699937138,0,110,880
1,15,4,0.1,600,0.4274574102596389,0.47619047619047616,0.10166201099855243,0,382,3056
1,15,4,0.1,1000,0.18380189233335964,0.47619047619047616,0.10009218699997291,0,382,3056
1,15,4,0.1,1400,0.11961117172330123,0.47619047619047616,0.10350244000073872,0,382,3056
2,15,4,0.1,600,0.1384361347186986,0.47619047619047616,0.09936871800164226,0,382,3056
2,15,4,0.1,1000,0.1116545167884064,0.47619047619047616,0.1315736359974835,0,382,3056
2,15,4,0.1,1400,0.10157492007507941,0.47619047619047616,0.10572684799990384,0,382,3056
3,15,4,0.1,600,0.07171387847041474,0.47619047619047616,0.10029273500185809,0,382,3056
3,15,4,0.1,1000,0.06843422591721646,0.47619047619047616,0.10046077000151854,0,382,3056
3,15,4,0.1,1400,0.06229709461772386,0.47619047619047616,0.19539635599721805,0,382,3056
4,15,4,0.1,600,0.2788346039286209,0.47619047619047616,0.09982344200034277,0,382,3056
4,15,4,0.1,1000,0.12229858042527973,0.47619047619047616,0.10008504900179105,0,382,3056
4,15,4,0.1,1400,0.11671592172044995,0.47619047619047616,0.10077182299937704,0,382,3056
5,15,4,0.1,600,0.35048059845173785,0.47619047619047616,0.09971608399791876,0,382,3056
5,15,4,0.1,1000,0.22493242626147084,0.47619047619047616,0.09920617900206707,0,382,3056
5,15,4,0.1,1400,0.11120355551241555,0.47619047619047616,0.10027568199802772,0,382,3056
1,15,4,0.5,600,0.8465534004031459,0.47619047619047616,0.1263136769994162,0,382,3056
1,15,4,0.5,1000,0.6231263634702271,0.47619047619047616,0.10253526000087732,0,382,3056
1,15,4,0.5,1400,0.3676625100087961,0.47619047619047616,0.1017952449983568,0,382,3056
2,15,4,0.5,600,0.8592136055853234,0.47619047619047616,0.09914819700134103,0,382,3056
2,15,4,0.5,1000,0.6015346669344468,0.47619047619047616,0.10206435399959446,0,382,3056
2,15,4,0.5,1400,0.3736437318945319,0.47619047619047616,0.09991790499771014,0,382,3056
3,15,4,0.5,600,0.9801956045194744,0.47619047619047616,0.10068649599998025,0,382,3056
3,15,4,0.5,1000,0.7063188914272548,0.47619047619047616,0.10143792500093696,0,382,3056
3,15,4,0.5,1400,0.48264054307390186,0.47619047619047616,0.10276614100075676,0,382,3056
4,15,4,0.5,600,1.119822132018338,0.47619047619047616,0.10000190100254258,0,382,3056
4,15,4,0.5,1000,0.5447167158471259,0.47619047619047616,0.10299234700141824,0,382,3056
4,15,4,0.5,1400,0.36640090005671827,0.47619047619047616,0.1025621359985962,0,382,3056
5,15,4,0.5,600,1.1739554131087644,0.47619047619047616,0.10200698799962993,0,382,3056
5,15,4,0.5,1000,0.8826022649771161,0.47619047619047616,0.10271340300096199,0,382,3056
5,15,4,0.5,1400,0.5069147847703812,0.47619047619047616,0.10022384599869838,0,382,3056
1,15,4,1.0,600,1.373402654530901,0.47619047619047616,0.09928048000074341,0,382,3056
1,15,4,1.0,1000,0.5696455616453684,0.47619047619047616,0.10215710400007083,0,382,3056
1,15,4,1.0,1400,0.42648048147750595,0.47619047619047616,0.10048447799999849,0,382,3056
2,15,4,1.0,600,1.2308629016335966,0.47619047619047616,0.09981029499977012,0,382,3056
2,15,4,1.0,1000,0.35036167481766206,0.47619047619047616,0.10065694500008249,0,382,3056
2,15,4,1.0,1400,0.3093271218073719,0.47619047619047616,0.10005408600045484,0,382,3056
3,15,4,1.0,600,1.1918391774371413,0.47619047619047616,0.10045780600194121,0,382,3056
3,15,4,1.0,1000,0.4818130123658177,0.47619047619047616,0.10503638499722001,0,382,3056
3,15,4,1.0,1400,0.20446379481940388,0.47619047619047616,0.10487173200090183,0,382,3056
4,15,4,1.0,600,1.6943732645255518,0.47619047619047616,0.10027691700088326,0,382,3056
4,15,4,1.0,1000,0.3597652437133239,0.47619047619047616,0.1010252389969537,0,382,3056
4,15,4,1.0,1400,0.13753083294632515,0.47619047619047616,0.10316150200014818,0,382,3056
5,15,4,1.0,600,1.435904158478402,0.47619047619047616,0.10245424700042349,0,382,3056
5,15,4,1.0,1000,0.9298376367940279,0.47619047619047616,0.10134739899876877,0,382,3056
5,15,4,1.0,1400,0.5570423264271621,0.47619047619047616,0.10565634399972623,0,382,3056
1,15,6,0.1,600,0.12951514072718345,0.6571428571428571,0.11995067999669118,0,1278,10224
1,15,6,0.1,1000,0.0833302711172432,0.6571428571428571,0.11966711299828603,0,1278,10224
1,15,6,0.1,1400,0.06213211201988263,0.6571428571428571,0.11923038700115285,0,1278,10224
2,15,6,0.1,600,0.38696373328944494,0.6571428571428571,0.11521163299767068,0,1278,10224
2,15,6,0.1,1000,0.2911234949000532,0.6571428571428571,0.11872610900172731,0,1278,10224
2,15,6,0.1,1400,0.28948009865967217,0.6571428571428571,0.11992764699971303,0,1278,10224
3,15,6,0.1,600,0.47524707529687993,0.6571428571428571,0.16340253300222685,0,1278,10224
3,15,6,0.1,1000,0.30695563590118574,0.6571428571428571,0.11617426100201556,0,1278,10224
3,15,6,0.1,1400,0.2868251910627433,0.6571428571428571,0.11984204100008355,0,1278,10224
4,15,6,0.1,600,0.4109453432066306,0.6571428571428571,0.11983612800031551,0,1278,10224
4,15,6,0.1,1000,0.337052162886938,0.6571428571428571,0.11639587199897505,0,1278,10224
4,15,6,0.1,1400,0.18561981218321932,0.6571428571428571,0.1172857239980658,0,1278,10224
5,15,6,0.1,600,0.571113884264941,0.6571428571428571,0.11577395499989507,0,1278,10224
5,15,6,0.1,1000,0.44497193020102277,0.6571428571428571,0.11659617199984496,0,1278,10224
5,15,6,0.1,1400,0.25182536094999125,0.6571428571428571,0.1164828459986893,0,1278,10224
1,15,6,0.5,600,4.055981609542949,0.6571428571428571,0.11554231899935985,0,1278,10224
1,15,6,0.5,1000,2.13917787604984,0.6571428571428571,0.1163032110016502,0,1278,10224
1,15,6,0.5,1400,1.6325700356820796,0.6571428571428571,0.11445655599891325,0,1278,10224
2,15,6,0.5,600,3.110455438725523,0.6571428571428571,0.11452874199676444,0,1278,10224
2,15,6,0.5,1000,1.7559750419988769,0.6571428571428571,0.11461780100216856,0,1278,10224
2,15,6,0.5,1400,1.148275162161337,0.6571428571428571,0.11499582899705274,0,1278,10224
3,15,6,0.5,600,4.396970576274739,0.6571428571428571,0.11486487599904649,0,1278,10224
3,15,6,0.5,1000,2.846507329528788,0.6571428571428571,0.11372944699905929,0,1278,10224
3,15,6,0.5,1400,1.8507413429904096,0.6571428571428571,0.11555973600115976,0,1278,10224
4,15,6,0.5,600,4.57959828868381,0.6571428571428571,0.1129500890019699,0,1278,10224
4,15,6,0.5,1000,2.5559294139995083,0.6571428571428571,0.11347088200272992,0,1278,10224
4,15,6,0.5,1400,1.8095457663390435,0.6571428571428571,0.11479316199984169,0,1278,10224
5,15,6,0.5,600,4.5947272630976554,0.6571428571428571,0.11329842499981169,0,1278,10224
5,15,6,0.5,1000,2.243242263267633,0.6571428571428571,0.11144176499874447,0,1278,10224
5,15,6,0.5,1400,1.4594526099471012,0.6571428571428571,0.10817146499903174,0,1278,10224
1,15,6,1.0,600,5.873677862356414,0.6571428571428571,0.11292182699980913,0,1278,10224
1,15,6,1.0,1000,2.7029560015504197,0.6571428571428571,0.10924480299945571,0,1278,10224
1,15,6,1.0,1400,1.6261432973732919,0.6571428571428571,0.11492056600036449,0,1278,10224
2,15,6,1.0,600,5.135408382520766,0.6571428571428571,0.12046249400009401,0,1278,10224
2,15,6,1.0,1000,3.3199147139278176,0.6571428571428571,0.11285750800016103,12288,1278,10224
2,15,6,1.0,1400,2.0211650542703254,0.6571428571428571,0.1124179720027314,0,1278,10224
3,15,6,1.0,600,4.311856251017759,0.6571428571428571,0.11589855300189811,0,1278,10224
3,15,6,1.0,1000,2.3284626520549767,0.6571428571428571,0.11328941999818198,0,1278,10224
3,15,6,1.0,1400,1.4367659451888324,0.6571428571428571,0.1147335080022458,0,1278,10224
4,15,6,1.0,600,4.672908130219926,0.6571428571428571,0.11447264799789991,0,1278,10224
4,15,6,1.0,1000,2.6405697034439672,0.6571428571428571,0.11331200499989791,0,1278,10224
4,15,6,1.0,1400,1.7152692127436668,0.6571428571428571,0.11335125699770288,0,1278,10224
5,15,6,1.0,600,5.506064470790776,0.6571428571428571,0.11097375299868872,0,1278,10224
5,15,6,1.0,1000,2.9940543984400008,0.6571428571428571,0.11219951000020956,0,1278,10224
5,15,6,1.0,1400,1.861447890307561,0.6571428571428571,0.11167129599925829,0,1278,10224
1,15,8,0.1,600,0.32915663791897914,0.8,0.13344700400193688,0,4094,32752
1,15,8,0.1,1000,0.1657220411946152,0.8,0.1354274949990213,0,4094,32752
1,15,8,0.1,1400,0.1389113816636343,0.8,0.1345655369987071,0,4094,32752
2,15,8,0.1,600,0.199393189750622,0.8,0.13115184599882923,0,4094,32752
2,15,8,0.1,1000,0.05917160551718548,0.8,0.1341630120004993,0,4094,32752
2,15,8,0.1,1400,0.04420594679276694,0.8,0.13068174,0,4094,32752
3,15,8,0.1,600,0.07728380527931128,0.8,0.13085783699716558,0,4094,32752
3,15,8,0.1,1000,0.0745406770967701,0.8,0.13396114600254805,0,4094,32752
3,15,8,0.1,1400,0.07179564927654729,0.8,0.12944629900084692,0,4094,32752
4,15,8,0.1,600,0.5395521205162996,0.8,0.13689967000027536,0,4094,32752
4,15,8,0.1,1000,0.35872218711503767,0.8,0.13245795799957705,0,4094,32752
4,15,8,0.1,1400,0.32591038529980987,0.8,0.13275692199749756,0,4094,32752
5,15,8,0.1,600,0.15938084616358855,0.8,0.13273641799969482,0,4094,32752
5,15,8,0.1,1000,0.0685676760724108,0.8,0.13292340300176875,0,4094,32752
5,15,8,0.1,1400,0.06966929936374684,0.8,0.1333413219981594,0,4094,32752
1,15,8,0.5,600,8.474411437424386,0.8,0.13445449099890538,0,4094,32752
1,15,8,0.5,1000,5.593534845554574,0.8,0.13381224499971722,0,4094,32752
1,15,8,0.5,1400,3.822736376694642,0.8,0.14146604299821774,0,4094,32752
2,15,8,0.5,600,4.246987859912582,0.8,0.13471193700024742,0,4094,32752
2,15,8,0.5,1000,2.9129534692468764,0.8,0.1337635899981251,0,4094,32752
2,15,8,0.5,1400,2.292249261457686,0.8,0.1333765979979944,0,4094,32752
3,15,8,0.5,600,3.2094569631248393,0.8,0.1384778739993635,0,4094,32752
3,15,8,0.5,1000,2.400272734470703,0.8,0.13531905299896607,0,4094,32752
3,15,8,0.5,1400,1.875725614101783,0.8,0.13595095400160062,0,4094,32752
4,15,8,0.5,600,7.038121592429579,0.8,0.1324165130026813,0,4094,32752
4,15,8,0.5,1000,4.984025071831794,0.8,0.1311064509973221,0,4094,32752
4,15,8,0.5,1400,3.932426152643256,0.8,0.1302531170003931,0,4094,32752
5,15,8,0.5,600,3.0949493478412506,0.8,0.13704397000037716,0,4094,32752
5,15,8,0.5,1000,2.224879110298388,0.8,0.13506184800280607,40960,4094,32752
5,15,8,0.5,1400,1.7825584217659125,0.8,0.13503325000056066,98304,4094,32752
1,15,8,1.0,600,11.739767374353557,0.8,0.13234988300246187,4096,4094,32752
1,15,8,1.0,1000,8.153940531250962,0.8,0.1299343749997206,36864,4094,32752
1,15,8,1.0,1400,6.251073075813817,0.8,0.13160891799998353,86016,4094,32752
2,15,8,1.0,600,5.976173120025985,0.8,0.13740147900170996,12288,4094,32752
