dag_idx,n_nodes,in_degree,alpha,sample_size,kl,density,fit_time_s,fit_rss_delta_bytes,total_stored_params,total_memory_bytes
2,15,8,1.0,1000,4.426243386188277,0.8,0.13654912499987404,28672,4094,32752
2,15,8,1.0,1400,3.2985210462987076,0.8,0.13429601199823082,81920,4094,32752
3,15,8,1.0,600,9.213184643097906,0.8,0.13079851099973894,4096,4094,32752
3,15,8,1.0,1000,7.196691154670933,0.8,0.13041930399776902,8192,4094,32752
3,15,8,1.0,1400,5.603700727843141,0.8,0.12976028199773282,53248,4094,32752
4,15,8,1.0,600,11.899409647444225,0.8,0.13150453799971729,4096,4094,32752
4,15,8,1.0,1000,8.477092281546314,0.8,0.1299351759989804,4096,4094,32752
4,15,8,1.0,1400,7.094774655083433,0.8,0.1317749529989669,65536,4094,32752
5,15,8,1.0,600,11.532212879898694,0.8,0.1315693350006768,0,4094,32752
5,15,8,1.0,1000,7.665808345126942,0.8,0.13125553300051251,20480,4094,32752
5,15,8,1.0,1400,5.587380655439815,0.8,0.1316673709989118,73728,4094,32752
1,15,10,0.1,600,0.3149519400071216,0.9047619047619048,0.18300826899940148,65536,12286,98288
1,15,10,0.1,1000,0.19540792849109406,0.9047619047619048,0.1741058450024866,106496,12286,98288
1,15,10,0.1,1400,0.18305477733356307,0.9047619047619048,0.17454181300126947,180224,12286,98288
2,15,10,0.1,600,0.607506296217473,0.9047619047619048,0.17544858399924124,65536,12286,98288
2,15,10,0.1,1000,0.3059744853320024,0.9047619047619048,0.17366898500040406,102400,12286,98288
2,15,10,0.1,1400,0.2766735049583227,0.9047619047619048,0.17579563899926143,151552,12286,98288
3,15,10,0.1,600,0.6520597230417495,0.9047619047619048,0.17847521899966523,65536,12286,98288
3,15,10,0.1,1000,0.5657948253847228,0.9047619047619048,0.1727387489991088,110592,12286,98288
3,15,10,0.1,1400,0.47575959198016665,0.9047619047619048,0.18265132099986658,122880,12286,98288
4,15,10,0.1,600,1.0419740028407318,0.9047619047619048,0.17284078000011505,45056,12286,98288
4,15,10,0.1,1000,0.6185640075395323,0.9047619047619048,0.17137165699750767,102400,12286,98288
4,15,10,0.1,1400,0.4867333011327406,0.9047619047619048,0.17460268099966925,131072,12286,98288
5,15,10,0.1,600,0.7818986572403012,0.9047619047619048,0.17866762300036498,40960,12286,98288
5,15,10,0.1,1000,0.6630997769161179,0.9047619047619048,0.1753838969998469,106496,12286,98288
5,15,10,0.1,1400,0.4927648838751726,0.9047619047619048,0.17752576299972134,135168,12286,98288
1,15,10,0.5,600,7.360171091384813,0.9047619047619048,0.17267474199979915,4096,12286,98288
1,15,10,0.5,1000,5.647277194016654,0.9047619047619048,0.16989132900198456,0,12286,98288
1,15,10,0.5,1400,4.276415598980541,0.9047619047619048,0.173218486001133,28672,12286,98288
2,15,10,0.5,600,7.248144400349068,0.9047619047619048,0.16793621699980577,0,12286,98288
2,15,10,0.5,1000,5.4968597911655435,0.9047619047619048,0.16769905900218873,0,12286,98288
2,15,10,0.5,1400,4.900366287109677,0.9047619047619048,0.16839053399962722,0,12286,98288
3,15,10,0.5,600,10.504722499459417,0.9047619047619048,0.167387654997583,0,12286,98288
3,15,10,0.5,1000,7.6714215926690565,0.9047619047619048,0.16621812599987607,0,12286,98288
3,15,10,0.5,1400,6.150002486196466,0.9047619047619048,0.16301751999708358,0,12286,98288
4,15,10,0.5,600,6.700695549266651,0.9047619047619048,0.17758254900036263,0,12286,98288
4,15,10,0.5,1000,4.554128216702788,0.9047619047619048,0.17184792300031404,0,12286,98288
4,15,10,0.5,1400,3.8681462099600044,0.9047619047619048,0.17135657700055162,81920,12286,98288
5,15,10,0.5,600,7.757221189469378,0.9047619047619048,0.1705465799968806,0,12286,98288
5,15,10,0.5,1000,6.047616415331753,0.9047619047619048,0.16973844400126836,0,12286,98288
5,15,10,0.5,1400,4.835705781424218,0.9047619047619048,0.16736885900172638,0,12286,98288
1,15,10,1.0,600,13.48937691208928,0.9047619047619048,0.16843063800115488,0,12286,98288
1,15,10,1.0,1000,10.655537742646478,0.9047619047619048,0.16424457199900644,0,12286,98288
1,15,10,1.0,1400,8.470532176773542,0.9047619047619048,0.16790948400011985,0,12286,98288
2,15,10,1.0,600,14.234621669368044,0.9047619047619048,0.16805293200013693,0,12286,98288
2,15,10,1.0,1000,11.404087423973461,0.9047619047619048,0.16602778299784404,0,12286,98288
2,15,10,1.0,1400,9.293167067780587,0.9047619047619048,0.19479687900093268,4096,12286,98288
3,15,10,1.0,600,14.845705094461403,0.9047619047619048,0.16569127299953834,0,12286,98288
3,15,10,1.0,1000,11.868872101261886,0.9047619047619048,0.16597149600056582,0,12286,98288
3,15,10,1.0,1400,9.462753099297212,0.9047619047619048,0.16276614500020514,0,12286,98288
4,15,10,1.0,600,14.24384014289144,0.9047619047619048,0.16472186100145336,0,12286,98288
4,15,10,1.0,1000,10.537326526300413,0.9047619047619048,0.16514124799869023,0,12286,98288
4,15,10,1.0,1400,9.08714454110811,0.9047619047619048,0.16136460500274552,0,12286,98288
5,15,10,1.0,600,18.246072245998192,0.9047619047619048,0.16129980400000932,0,12286,98288
5,15,10,1.0,1000,14.15436424696477,0.9047619047619048,0.16003978099979577,0,12286,98288
5,15,10,1.0,1400,11.78575026089297,0.9047619047619048,0.16067178299999796,0,12286,98288
1,20,2,0.1,600,0.18625415851456964,0.19473684210526315,0.11112206899997545,8192,150,1200
1,20,2,0.1,1000,0.09797300604924335,0.19473684210526315,0.11095043299792451,45056,150,1200
1,20,2,0.1,1400,0.0914151457528888,0.19473684210526315,0.10908649699922535,61440,150,1200
2,20,2,0.1,600,0.21524319004332038,0.19473684210526315,0.11238104299991392,24576,150,1200
2,20,2,0.1,1000,0.10808110817558639,0.19473684210526315,0.11497669600066729,57344,150,1200
2,20,2,0.1,1400,0.10040752920130783,0.19473684210526315,0.11020203499720083,61440,150,1200
3,20,2,0.1,600,0.18860247931315138,0.19473684210526315,0.1162495749995287,0,150,1200
3,20,2,0.1,1000,0.05906823427784293,0.19473684210526315,0.11724981299994397,0,150,1200
3,20,2,0.1,1400,0.05354713282989539,0.19473684210526315,0.1154333359991142,0,150,1200
4,20,2,0.1,600,0.11887108257820314,0.19473684210526315,0.11403990699909627,4096,150,1200
4,20,2,0.1,1000,0.039748220010442016,0.19473684210526315,0.1147426280003856,0,150,1200
4,20,2,0.1,1400,0.011870879342312684,0.19473684210526315,0.11398233499858179,0,150,1200
5,20,2,0.1,600,0.07741975145275799,0.19473684210526315,0.10719007899751887,20480,150,1200
5,20,2,0.1,1000,0.04393096847824295,0.19473684210526315,0.1067787430001772,20480,150,1200
5,20,2,0.1,1400,0.04339954393830492,0.19473684210526315,0.10620408499744372,20480,150,1200
1,20,2,0.5,600,0.1392306957934268,0.19473684210526315,0.1097443580001709,24576,150,1200
1,20,2,0.5,1000,0.08864254131513091,0.19473684210526315,0.10708535500089056,20480,150,1200
1,20,2,0.5,1400,0.08364125057777458,0.19473684210526315,0.10920906599858426,24576,150,1200
2,20,2,0.5,600,0.20126844415290646,0.19473684210526315,0.11386594199939282,0,150,1200
2,20,2,0.5,1000,0.10276908536362803,0.19473684210526315,0.10727543800021522,4096,150,1200
2,20,2,0.5,1400,0.09793343270450602,0.19473684210526315,0.10888966899801744,4096,150,1200
3,20,2,0.5,600,0.5821953459446945,0.19473684210526315,0.1125638479970803,0,150,1200
3,20,2,0.5,1000,0.1347370472366254,0.19473684210526315,0.11438054500104045,0,150,1200
3,20,2,0.5,1400,0.12500972006556954,0.19473684210526315,0.11241977600002429,0,150,1200
4,20,2,0.5,600,0.11203900908898172,0.19473684210526315,0.10519940599988331,0,150,1200
4,20,2,0.5,1000,0.07474721162726934,0.19473684210526315,0.1084498230011377,0,150,1200
4,20,2,0.5,1400,0.05964346575139466,0.19473684210526315,0.10178759499831358,0,150,1200
5,20,2,0.5,600,0.13995748573166744,0.19473684210526315,0.10751296599846683,0,150,1200
5,20,2,0.5,1000,0.13524632907368633,0.19473684210526315,0.10707599300076254,0,150,1200
5,20,2,0.5,1400,0.11502960938934412,0.19473684210526315,0.10538597800041316,0,150,1200
1,20,2,1.0,600,0.06506698743276257,0.19473684210526315,0.10660370000186958,0,150,1200
1,20,2,1.0,1000,0.0326877160771384,0.19473684210526315,0.1058733059981023,0,150,1200
1,20,2,1.0,1400,0.025466807951151894,0.19473684210526315,0.1078089100010402,0,150,1200
2,20,2,1.0,600,0.08207492157576927,0.19473684210526315,0.11196257399933529,0,150,1200
2,20,2,1.0,1000,0.053518702171197696,0.19473684210526315,0.10806253799819387,0,150,1200
2,20,2,1.0,1400,0.032180279970060545,0.19473684210526315,0.19780273600190412,0,150,1200
3,20,2,1.0,600,0.19411551572617428,0.19473684210526315,0.10469927300073323,0,150,1200
3,20,2,1.0,1000,0.05730099723399752,0.19473684210526315,0.1036916930024745,0,150,1200
3,20,2,1.0,1400,0.048824780814230494,0.19473684210526315,0.10205373400094686,0,150,1200
4,20,2,1.0,600,0.0701375951703224,0.19473684210526315,0.10408848500082968,0,150,1200
4,20,2,1.0,1000,0.04022198865804959,0.19473684210526315,0.10081259599974146,0,150,1200
4,20,2,1.0,1400,0.02550692566044342,0.19473684210526315,0.1026234469973133,0,150,1200
5,20,2,1.0,600,0.07626845274983247,0.19473684210526315,0.10456808600065415,0,150,1200
5,20,2,1.0,1000,0.03653167073395274,0.19473684210526315,0.10618077500112122,0,150,1200
5,20,2,1.0,1400,0.026417528430066495,0.19473684210526315,0.10642945899962797,0,150,1200
1,20,4,0.1,600,0.42954291832139724,0.3684210526315789,0.13933060599811142,0,542,4336
1,20,4,0.1,1000,0.31503892885789136,0.3684210526315789,0.13701279300221358,0,542,4336
1,20,4,0.1,1400,0.1386630586579316,0.3684210526315789,0.14135753700247733,0,542,4336
2,20,4,0.1,600,0.23177443525012528,0.3684210526315789,0.13821182699757628,0,542,4336
2,20,4,0.1,1000,0.18686582860018752,0.3684210526315789,0.13962937699761824,0,542,4336
2,20,4,0.1,1400,0.11850918772891506,0.3684210526315789,0.13700109600176802,0,542,4336
3,20,4,0.1,600,0.27074206308792337,0.3684210526315789,0.13684014200043748,0,542,4336
3,20,4,0.1,1000,0.12048929887713776,0.3684210526315789,0.1753979929999332,0,542,4336
3,20,4,0.1,1400,0.07114538387539418,0.3684210526315789,0.1372330049998709,0,542,4336
4,20,4,0.1,600,0.3948821129585036,0.3684210526315789,0.13931584500096506,0,542,4336
4,20,4,0.1,1000,0.19320044155798166,0.3684210526315789,0.14183806099754293,0,542,4336
4,20,4,0.1,1400,0.11137237465067594,0.3684210526315789,0.13443396699949517,0,542,4336
5,20,4,0.1,600,0.16527593675205995,0.3684210526315789,0.13024506500005373,0,542,4336
5,20,4,0.1,1000,0.13968769040207796,0.3684210526315789,0.13439106399891898,0,542,4336
5,20,4,0.1,1400,0.13537585686631645,0.3684210526315789,0.1338328530000581,0,542,4336
1,20,4,0.5,600,1.05404369080797,0.3684210526315789,0.14008358199862414,0,542,4336
1,20,4,0.5,1000,0.5443184835636654,0.3684210526315789,0.14191730899983668,0,542,4336
1,20,4,0.5,1400,0.43817853311105665,0.3684210526315789,0.1418836779994308,0,542,4336
2,20,4,0.5,600,1.8630864524078832,0.3684210526315789,0.14033893900341354,0,542,4336
2,20,4,0.5,1000,0.7325269428603907,0.3684210526315789,0.14176972399945953,0,542,4336
2,20,4,0.5,1400,0.4393052475001881,0.3684210526315789,0.13960958900133846,0,542,4336
3,20,4,0.5,600,1.106523002894409,0.3684210526315789,0.1377883679997467,0,542,4336
3,20,4,0.5,1000,0.6440663396481956,0.3684210526315789,0.13798291900093318,0,542,4336
3,20,4,0.5,1400,0.44774953620994073,0.3684210526315789,0.13668421400143416,0,542,4336
4,20,4,0.5,600,1.601045604063195,0.3684210526315789,0.13844270600020536,0,542,4336
4,20,4,0.5,1000,0.9063525779145438,0.3684210526315789,0.14302756300094188,0,542,4336
4,20,4,0.5,1400,0.5303405007925909,0.3684210526315789,0.14304697799889254,0,542,4336
5,20,4,0.5,600,1.5255398150533717,0.3684210526315789,0.13920139000038034,0,542,4336
5,20,4,0.5,1000,1.0244803785146723,0.3684210526315789,0.14482663300077547,0,542,4336
5,20,4,0.5,1400,0.6770703284625476,0.3684210526315789,0.13904920799905085,0,542,4336
1,20,4,1.0,600,1.0544189180580117,0.3684210526315789,0.13909903099920484,0,542,4336
1,20,4,1.0,1000,0.5862684808237706,0.3684210526315789,0.14077357900168863,0,542,4336
1,20,4,1.0,1400,0.3278182201344879,0.3684210526315789,0.13563808999970206,0,542,4336
2,20,4,1.0,600,1.118013626444253,0.3684210526315789,0.14013738600260695,0,542,4336
2,20,4,1.0,1000,0.4235507041059117,0.3684210526315789,0.14073185500092222,0,542,4336
2,20,4,1.0,1400,0.341443877116086,0.3684210526315789,0.13957222899989574,0,542,4336
3,20,4,1.0,600,1.3539021803192004,0.3684210526315789,0.14022725900213118,0,542,4336
3,20,4,1.0,1000,0.9026550827970005,0.3684210526315789,0.1413002619992767,0,542,4336
3,20,4,1.0,1400,0.8001822570582195,0.3684210526315789,0.1399207309987105,0,542,4336
4,20,4,1.0,600,1.777737397592883,0.3684210526315789,0.1451499429967953,0,542,4336
4,20,4,1.0,1000,0.8861859538348059,0.3684210526315789,0.14115950500126928,0,542,4336
4,20,4,1.0,1400,0.7310049961709896,0.3684210526315789,0.14139384900045116,0,542,4336
5,20,4,1.0,600,1.2074340360852105,0.3684210526315789,0.13881632800257648,0,542,4336
5,20,4,1.0,1000,0.7127643449240788,0.3684210526315789,0.1413206290017115,0,542,4336
5,20,4,1.0,1400,0.507279780371676,0.3684210526315789,0.14062764600021183,0,542,4336
1,20,6,0.1,600,0.7086180839039599,0.5210526315789473,0.16305965799983824,0,1918,15344
1,20,6,0.1,1000,0.46745926829549134,0.5210526315789473,0.16563114800010226,0,1918,15344
1,20,6,0.1,1400,0.3582436735222756,0.5210526315789473,0.16034456499983207,0,1918,15344
2,20,6,0.1,600,0.9246723550596462,0.5210526315789473,0.162681767000322,0,1918,15344
2,20,6,0.1,1000,0.5037401332853684,0.5210526315789473,0.16629986800035113,0,1918,15344
2,20,6,0.1,1400,0.4091995620540858,0.5210526315789473,0.16485351499795797,0,1918,15344
3,20,6,0.1,600,1.0914222996898304,0.5210526315789473,0.16157370000291849,0,1918,15344
3,20,6,0.1,1000,0.7535161687670988,0.5210526315789473,0.2511289370013401,0,1918,15344
3,20,6,0.1,1400,0.5468011232192238,0.5210526315789473,0.16324564399837982,0,1918,15344
4,20,6,0.1,600,1.132687033899884,0.5210526315789473,0.16190924900001846,0,1918,15344
4,20,6,0.1,1000,0.6378994883995196,0.5210526315789473,0.16206424000120023,0,1918,15344
4,20,6,0.1,1400,0.46295773580285315,0.5210526315789473,0.16424070399807533,0,1918,15344
5,20,6,0.1,600,1.3092127820852066,0.5210526315789473,0.16358371000023908,0,1918,15344
5,20,6,0.1,1000,0.8198346883946808,0.5210526315789473,0.1608586509973975,0,1918,15344
5,20,6,0.1,1400,0.688038966747801,0.5210526315789473,0.16346522199819447,0,1918,15344
1,20,6,0.5,600,6.4775501320531665,0.5210526315789473,0.19313181300094584,0,1918,15344
1,20,6,0.5,1000,4.183513073901968,0.5210526315789473,0.16240757099876646,0,1918,15344
1,20,6,0.5,1400,2.7934294175479533,0.5210526315789473,0.1620656169980066,0,1918,15344
2,20,6,0.5,600,4.374071856401484,0.5210526315789473,0.1600174680024793,0,1918,15344
2,20,6,0.5,1000,2.9823072610957855,0.5210526315789473,0.1616359219988226,0,1918,15344
2,20,6,0.5,1400,2.2526620970853988,0.5210526315789473,0.16067380400272668,0,1918,15344
3,20,6,0.5,600,7.622271826993629,0.5210526315789473,0.1591433639987372,0,1918,15344
3,20,6,0.5,1000,4.252184568070388,0.5210526315789473,0.15818024899999727,0,1918,15344
3,20,6,0.5,1400,2.5741398073170343,0.5210526315789473,0.1614370349998353,0,1918,15344
4,20,6,0.5,600,5.785129341262301,0.5210526315789473,0.15846723600043333,0,1918,15344
4,20,6,0.5,1000,3.546981595965475,0.5210526315789473,0.15818785299779847,0,1918,15344
4,20,6,0.5,1400,2.471399551814907,0.5210526315789473,0.1588670640012424,0,1918,15344
5,20,6,0.5,600,7.355322952447296,0.5210526315789473,0.15941527399991173,0,1918,15344
5,20,6,0.5,1000,4.865010730986583,0.5210526315789473,0.16058958099893061,0,1918,15344
5,20,6,0.5,1400,3.1844243812178137,0.5210526315789473,0.16225721000228077,0,1918,15344
1,20,6,1.0,600,8.272798012952142,0.5210526315789473,0.1587351870002749,0,1918,15344
1,20,6,1.0,1000,4.158378539473594,0.5210526315789473,0.1598730270015949,0,1918,15344
1,20,6,1.0,1400,2.748950073518051,0.5210526315789473,0.1612277919994085,0,1918,15344
2,20,6,1.0,600,8.718597869686862,0.5210526315789473,0.15984374399704393,0,1918,15344
2,20,6,1.0,1000,3.9939851376329787,0.5210526315789473,0.15707036199819413,0,1918,15344
2,20,6,1.0,1400,2.695728855140531,0.5210526315789473,0.16017495699998108,0,1918,15344
3,20,6,1.0,600,7.871499430924386,0.5210526315789473,0.14956515599988052,0,1918,15344
3,20,6,1.0,1000,4.737922566940963,0.5210526315789473,0.1506451189998188,0,1918,15344
3,20,6,1.0,1400,3.078458701114116,0.5210526315789473,0.16063861200018437,0,1918,15344
4,20,6,1.0,600,7.781248464039872,0.5210526315789473,0.15195686500010197,0,1918,15344
4,20,6,1.0,1000,4.571853788656645,0.5210526315789473,0.1586918129978585,0,1918,15344
4,20,6,1.0,1400,2.5609994576587414,0.5210526315789473,0.15999837900017155,0,1918,15344
5,20,6,1.0,600,8.463450292955491,0.5210526315789473,0.15584375099933823,0,1918,15344
5,20,6,1.0,1000,3.9650720067877745,0.5210526315789473,0.1568327649983985,0,1918,15344
5,20,6,1.0,1400,2.5438546003747025,0.5210526315789473,0.1579760829990846,0,1918,15344
1,20,8,0.1,600,1.4630504636568948,0.6526315789473685,0.23814483599926461,0,6654,53232
1,20,8,0.1,1000,1.1230001057348533,0.6526315789473685,0.19751482699939515,0,6654,53232
1,20,8,0.1,1400,0.7885428483872646,0.6526315789473685,0.1964707510014705,0,6654,53232
2,20,8,0.1,600,0.7817463453364105,0.6526315789473685,0.19386832199961646,0,6654,53232
2,20,8,0.1,1000,0.455365657965777,0.6526315789473685,0.18919894999999087,0,6654,53232
2,20,8,0.1,1400,0.39608178012798445,0.6526315789473685,0.19124485199790797,0,6654,53232
3,20,8,0.1,600,0.5812805075590285,0.6526315789473685,0.196365768002579,0,6654,53232
3,20,8,0.1,1000,0.43343402647110296,0.6526315789473685,0.18763336899792193,0,6654,53232
3,20,8,0.1,1400,0.48196705729240713,0.6526315789473685,0.18893675099752727,0,6654,53232
4,20,8,0.1,600,0.5337771414580631,0.6526315789473685,0.19904820599913364,0,6654,53232
4,20,8,0.1,1000,0.38171095330026444,0.6526315789473685,0.19713499100180343,0,6654,53232
4,20,8,0.1,1400,0.2586180414250562,0.6526315789473685,0.19725939300042228,0,6654,53232
5,20,8,0.1,600,0.41749750422509696,0.6526315789473685,0.192048454999167,0,6654,53232
5,20,8,0.1,1000,0.4169578954657021,0.6526315789473685,0.19125337799778208,0,6654,53232
5,20,8,0.1,1400,0.2871808943471923,0.6526315789473685,0.18954987100005383,0,6654,53232
1,20,8,0.5,600,15.322717712326284,0.6526315789473685,0.18684923000182607,0,6654,53232
1,20,8,0.5,1000,10.039110699133506,0.6526315789473685,0.1847378970014688,0,6654,53232
1,20,8,0.5,1400,8.270077234810119,0.6526315789473685,0.18629542300186586,0,6654,53232
2,20,8,0.5,600,12.921230839649741,0.6526315789473685,0.18891197600169107,0,6654,53232
2,20,8,0.5,1000,8.267892260434001,0.6526315789473685,0.18849727099950542,0,6654,53232
2,20,8,0.5,1400,6.360510672623412,0.6526315789473685,0.18790774900116958,0,6654,53232
3,20,8,0.5,600,10.238425880539275,0.6526315789473685,0.19004466600017622,0,6654,53232
3,20,8,0.5,1000,7.861708249016871,0.6526315789473685,0.18726470500041614,0,6654,53232
3,20,8,0.5,1400,5.93393729479316,0.6526315789473685,0.18880873799935216,0,6654,53232
4,20,8,0.5,600,11.90267566283895,0.6526315789473685,0.1875550530021428,0,6654,53232
4,20,8,0.5,1000,8.354395417229144,0.6526315789473685,0.18722796099973493,0,6654,53232
4,20,8,0.5,1400,6.646205329366845,0.6526315789473685,0.18747915999847464,0,6654,53232
5,20,8,0.5,600,12.790420288185974,0.6526315789473685,0.18945585999972536,0,6654,53232
5,20,8,0.5,1000,9.25949459494379,0.6526315789473685,0.1884234019998985,0,6654,53232
5,20,8,0.5,1400,7.280477951483496,0.6526315789473685,0.18707534699933603,0,6654,53232
1,20,8,1.0,600,25.468086830168424,0.6526315789473685,0.1883280720030598,0,6654,53232
1,20,8,1.0,1000,16.26151397658475,0.6526315789473685,0.18836743499923614,0,6654,53232
1,20,8,1.0,1400,11.823164068242672,0.6526315789473685,0.18540280799788889,0,6654,53232
2,20,8,1.0,600,25.412810678808416,0.6526315789473685,0.1863609619977069,0,6654,53232
2,20,8,1.0,1000,16.878609551624947,0.6526315789473685,0.18247551799868234,0,6654,53232
2,20,8,1.0,1400,12.506647081097544,0.6526315789473685,0.18309990200214088,0,6654,53232
3,20,8,1.0,600,20.64174160428745,0.6526315789473685,0.18972517500151298,0,6654,53232
3,20,8,1.0,1000,15.215610999822456,0.6526315789473685,0.18368152000039117,0,6654,53232
3,20,8,1.0,1400,11.582557877799278,0.6526315789473685,0.18346939600087353,0,6654,53232
4,20,8,1.0,600,27.9824902397218,0.6526315789473685,0.1822804850016837,0,6654,53232
4,20,8,1.0,1000,19.07960920745966,0.6526315789473685,0.18293695900138118,0,6654,53232
4,20,8,1.0,1400,13.712717671726853,0.6526315789473685,0.18112224899959983,0,6654,53232
5,20,8,1.0,600,25.163044588196104,0.6526315789473685,0.18603515600261744,0,6654,53232
5,20,8,1.0,1000,16.99264141680249,0.6526315789473685,0.18442189200141001,0,6654,53232
5,20,8,1.0,1400,12.802452445633493,0.6526315789473685,0.1865520440005639,0,6654,53232
1,20,10,0.1,600,0.7562151126682426,0.7631578947368421,0.27044919000036316,0,22526,180208
1,20,10,0.1,1000,0.5453610066453857,0.7631578947368421,0.26875820599889266,0,22526,180208
1,20,10,0.1,1400,0.3189740162936518,0.7631578947368421,0.2655286100016383,0,22526,180208
2,20,10,0.1,600,1.124162073603332,0.7631578947368421,0.26755249699999695,0,22526,180208
2,20,10,0.1,1000,0.8573694754066801,0.7631578947368421,0.2697379199998977,0,22526,180208
2,20,10,0.1,1400,0.6269421225026642,0.7631578947368421,0.2724882559996331,0,22526,180208
3,20,10,0.1,600,0.6921273267145438,0.7631578947368421,0.26998401599848876,0,22526,180208
3,20,10,0.1,1000,0.5595459988978636,0.7631578947368421,0.2695549829986703,0,22526,180208
3,20,10,0.1,1400,0.44608868953526487,0.7631578947368421,0.27117418000125326,0,22526,180208
4,20,10,0.1,600,0.796515635308399,0.7631578947368421,0.2646295939994161,0,22526,180208
4,20,10,0.1,1000,0.6461528701198045,0.7631578947368421,0.2673465380030393,0,22526,180208
4,20,10,0.1,1400,0.34894677519509765,0.7631578947368421,0.2640369680011645,0,22526,180208
5,20,10,0.1,600,0.46693851578576123,0.7631578947368421,0.2578642740008945,0,22526,180208
5,20,10,0.1,1000,0.33363384108093713,0.7631578947368421,0.2587337930017384,0,22526,180208
5,20,10,0.1,1400,0.21009288086054076,0.7631578947368421,0.26332742199883796,0,22526,180208
1,20,10,0.5,600,13.211781025357798,0.7631578947368421,0.260705101001804,0,22526,180208
1,20,10,0.5,1000,11.161763662388909,0.7631578947368421,0.271343798001908,0,22526,180208
1,20,10,0.5,1400,8.76824533920495,0.7631578947368421,0.2584507930005202,0,22526,180208
2,20,10,0.5,600,21.09735518009134,0.7631578947368421,0.2572677379976085,0,22526,180208
2,20,10,0.5,1000,15.848498326315427,0.7631578947368421,0.24993070200071088,0,22526,180208
2,20,10,0.5,1400,13.08779325327115,0.7631578947368421,0.24807231500017224,0,22526,180208
3,20,10,0.5,600,16.209871894339287,0.7631578947368421,0.2575004260033893,0,22526,180208
3,20,10,0.5,1000,12.828080993772868,0.7631578947368421,0.28291296899988083,0,22526,180208
3,20,10,0.5,1400,10.882603559372546,0.7631578947368421,0.2514620770016336,0,22526,180208
4,20,10,0.5,600,18.16617060268959,0.7631578947368421,0.25723736899817595,0,22526,180208
4,20,10,0.5,1000,14.300333974936924,0.7631578947368421,0.2544985780004936,0,22526,180208
4,20,10,0.5,1400,11.3579451950896,0.7631578947368421,0.2486885349971999,45056,22526,180208
5,20,10,0.5,600,10.930021333175869,0.7631578947368421,0.2657960409997031,8192,22526,180208
5,20,10,0.5,1000,9.112738682243652,0.7631578947368421,0.25886667699887767,0,22526,180208
5,20,10,0.5,1400,7.617079430099421,0.7631578947368421,0.25865135899948655,114688,22526,180208
1,20,10,1.0,600,28.819618950662576,0.7631578947368421,0.2532661929981259,0,22526,180208
1,20,10,1.0,1000,24.481354115535414,0.7631578947368421,0.24937609999687993,0,22526,180208
1,20,10,1.0,1400,21.974121843817837,0.7631578947368421,0.33253120299923467,0,22526,180208
2,20,10,1.0,600,30.98077713452589,0.7631578947368421,0.2585598049990949,0,22526,180208
2,20,10,1.0,1000,25.744049398993525,0.7631578947368421,0.25384015099916724,0,22526,180208
2,20,10,1.0,1400,22.426833197916647,0.7631578947368421,0.25212261699925875,0,22526,180208
3,20,10,1.0,600,32.22189223544444,0.7631578947368421,0.25506938900070963,0,22526,180208
3,20,10,1.0,1000,29.010388939708996,0.7631578947368421,0.25168914099776885,0,22526,180208
3,20,10,1.0,1400,25.78239916324388,0.7631578947368421,0.24088298200149438,0,22526,180208
4,20,10,1.0,600,35.46482895830079,0.7631578947368421,0.253733954999916,0,22526,180208
4,20,10,1.0,1000,30.271351155233265,0.7631578947368421,0.2469602829987707,0,22526,180208
4,20,10,1.0,1400,26.542198711543552,0.7631578947368421,0.24100860000180546,0,22526,180208
5,20,10,1.0,600,38.797963575217864,0.7631578947368421,0.2455683139996836,0,22526,180208
5,20,10,1.0,1000,32.76800010505967,0.7631578947368421,0.23896885399881285,0,22526,180208
5,20,10,1.0,1400,28.766756122014986,0.7631578947368421,0.23444141900108662,0,22526,180208
1,30,2,0.1,600,0.4307026409160043,0.1310344827586207,0.16866823700183886,0,230,1840
1,30,2,0.1,1000,0.23301108980958216,0.1310344827586207,0.17536928200206603,0,230,1840
1,30,2,0.1,1400,0.16038133987674832,0.1310344827586207,0.17020164799760096,0,230,1840
2,30,2,0.1,600,0.18869193956150188,0.1310344827586207,0.1622728209986235,0,230,1840
2,30,2,0.1,1000,0.16999534579867048,0.1310344827586207,0.15737994799928856,0,230,1840
2,30,2,0.1,1400,0.16356866773220397,0.1310344827586207,0.1672781950001081,0,230,1840
3,30,2,0.1,600,0.1727532669133872,0.1310344827586207,0.16956426000251668,0,230,1840
3,30,2,0.1,1000,0.0913163092960529,0.1310344827586207,0.17194757299876073,0,230,1840
3,30,2,0.1,1400,0.07481146381162677,0.1310344827586207,0.19122919300207286,0,230,1840
4,30,2,0.1,600,0.28697316622180213,0.1310344827586207,0.17486097799701383,0,230,1840
4,30,2,0.1,1000,0.1281836235924523,0.1310344827586207,0.1778876720018161,0,230,1840
4,30,2,0.1,1400,0.09331301918316469,0.1310344827586207,0.17353464099869598,0,230,1840
5,30,2,0.1,600,0.09378543346572621,0.1310344827586207,0.16243556200060993,0,230,1840
5,30,2,0.1,1000,0.07734108185376136,0.1310344827586207,0.1701482839998789,0,230,1840
5,30,2,0.1,1400,0.04425969093402691,0.1310344827586207,0.16574898399994709,0,230,1840
1,30,2,0.5,600,0.18499891564988483,0.1310344827586207,0.16267888700167532,0,230,1840
